Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,DesiredPerformance,UID
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.3: Archives,Quarterly,3.3.4 Number of enquiries processed,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",885,1406,892,1197,898,1301,885,1345,3560,5249,5249,Enquiries are received from the public. This is a demand driven indicator and is difficult to forecast accurately. ,,,"Enquires are received from the public, it is demand driven and therefore not possible to forecast accurately.",,The PDO notes that the performance data was not available at the time of submission and is to be confirmed.,"Not achieved, no reason for deviation provided.",Enquiries are demand-driven and it is not possible to forecast accurately.,,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.",Enquiries are received from the public and are therefore demand driven. It is therefore difficult to forecast accurately.,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ",Enquiries are received from the public and are therefore demand driven. It is therefore difficult to forecast accurately.,,The PDO notes the target is overachieved and the reason for deviation.,Overachieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.3: Archives,Quarterly,3.3.5 Number of visits by researchers to the Archives,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",990,1371,1034,1556,1034,1217,904,1553,3962,5697,5697,"The number of visitors in the reading room is demand driven, and therefore it is not possible to forecast accurately.",,,"The number of visitors in the reading room is demand driven, and therefore not possible to forecast accurately. The increase in numbers was due to extended hours on Saturdays and the National Archives Awareness Week.",,The PDO notes that the performance data was not available at the time of submission and is to be confirmed.,"Not achieved, no reason for deviation provided.","The number of visitors in the reading room is demand-driven, and it is not possible to forecast accurately. Extended hours contributed to more researchers accessing the Archives.",,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.","The number of visitors in the reading room is demand driven, and therefore it is difficult to forecast accurately.",,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ","The number of visitors in the reading room is demand driven, and therefore it is not possible to forecast accurately.",,The PDO notes the target is overachieved and the reason for deviation.,Overachieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.3: Archives,Quarterly,3.3.6 Number of Archivalia (documents) restored,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",143,143,144,148,144,144,144,149,575,584,584,"This is a demand driven indicator and is difficult to forecast accurately.   Frequently used 
records are at risk of tearing apart due to handling by researchers in the reading room, therefore extra repairs on some records were required. 
",,,,,The PDO notes that the performance data was not available at the time of submission and is to be confirmed.,"Not achieved, no reason for deviation provided.",Restoration of records damaged through handling by researchers in the reading room is required to provide the records for ongoing research. Extra records had to be restored before being provided to researchers for consultation.  ,,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.",,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ",Restoration of records damaged through handling by researchers in the reading room is required to provide the records for ongoing research. Extra records had to be restored before being provided to researchers for consultation.,,The PDO notes the target is overachieved and the reason for deviation.,Overachieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.3: Archives,Quarterly,3.3.7 Number of linear metres arranged,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",60,60.3,65,70.5,53,60.9,65,96,243,287.70000000000005,287.7,Groups differ in size; the predicted total therefore may vary.,,,Groups differ in size; the predicted total therefore may vary.,,The PDO notes that the performance data was not available at the time of submission and is to be confirmed.,"Not achieved, no reason for deviation provided.",Groups of records differ in size and the predicted total therefore may vary.,,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.",Groups differ in size: the predicted total therefore may vary.,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ",Groups differ in size; the predicted total therefore may vary.,,The PDO notes the target is overachieved and the reason for deviation.,Overachieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 3: Library and Archives Services ,Sub-Programme 3.3: Archives,Quarterly,3.3.9 Number of record classification systems evaluated and/or approved,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",20,44,20,40,20,54,20,51,80,189,189,"This is a demand driven indicator and is difficult to forecast accurately. The newly established
departments, together with
those that had additional
functions and name changes,
continued to make amendments
on their classification systems. There were also changes in Ministries following the election, and a records management symposium was held. ",,,"Requests for the evaluation/ approval of classification systems are received on demand from governmental bodies and cannot be accurately forecast.
The merging and name changing of  departments required amendments to the records classification systems. 
",,The PDO notes that the performance data was not yet verified at the time of submission and is to be confirmed.,"Over-achieved, no reason for deviation provided.",Requests for the evaluation/approval of classification systems are received on demand from governmental bodies and cannot be accurately forecasted.,,The PDO notes the target is overachieved and the reason for deviation.,"Achieved, reason for deviation provided.",Requests for the evaluation/approval of classification systems are received on demand from governmental bodies and cannot be accurately forecasted. ,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ",Requests for the evaluation/approval of classification systems are received on demand from governmental bodies and cannot be accurately forecasted.,,The PDO notes the target is overachieved and the reason for deviation.,Overachieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub Programme 4.2: Sport,Annually,4.2.5 Number of award ceremonies held,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,1,0,,,,,1,0,2,Funds became available in the Adjusted Estimates process to host Sport Legends Awards in 2024.,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub Programme 4.2: Sport,Annually,4.2.6 Number of sport persons participating in training,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,150,154,150,154,154,Some of the training was oversubscribed. ,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.2: Sport,Quarterly,"4.2.1 Number of schools, hubs and clubs provided with equipment and/or attire to enable participation in sport and or recreation",Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",0,,30,0,250,80,249,454,529,534,534,"The annual target for this composite indicator was incorrectly captured in the APP. The target should have been captured as 534 in the planning phase as the target encompasses 25 hubs, 200 clubs, and 309 schools which were fully achieved.",,,,,Due Q2.,No reporting required for the quarter under review.,The finalization of the costing of procurement based on the norms and standards document impacted the planned timelines for the procurement of equipment. ,The target will be achieved in Q3 and Q4.,The PDO notes the target was not achieved and notes that the reason for deviation and corrective action is to be confirmed.,"Not achieved, no reason for deviation and corrective action provided.",The budget was reviewed and showed that funding would be insufficient to service clients in terms of the norms and standards. The finalization of the costing of procurement based on the norms and standards document impacted the planned timelines for the procurement of equipment. ,This target is to be achieved in Q4. ,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ","Targets were underachieved in previous quarters due to the finalization of the costing of procurement based on the norms and standards document. The annual target for this composite indicator should have been captured as 534 in the planning phase as the contributing programme targets were 25 hubs, 200 clubs, and 309 schools which were fully achieved.",,The PDO notes the validated performance was not available by the submission date and will be confirmed as well as the reason for deviation and Corrective Action also needs to be confirmed.,Not achieved provide reason for deviation and corrective action,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.2: Sport,Quarterly,4.2.10 Number of athletes supported by the sports academies,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",50,62,50,55,60,32,50,71,210,220,220,Additional services and interventions were offered in response to service demand.,,,"The services that were provided to athletes included coaching, strength, and conditioning testing. There is no limit on the number of athletes who can receive these services as the services are based on demand and the requirements of each sporting code.",,The PDO notes the target is over achieved and the reason for deviation.,"Over-achieved, reason for deviation provided.",The programme supported more athletes since services and interventions were offered in response to demand.,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided.",This is a demand driven indicator and is difficult to accurately forecast. Consultation with national and provincial structures to identify the programmes for the athletes to be taken into the academy system based on the four tiers protocol has taken place. Testing of athletes is to take place in Q4 for the new intake.,149 has been achieved thus far and the annual target is expected to be reached.,The PDO notes the target was partially achieved and that the reason for deviation and corrective action is still to be confirmed.,"Not achieved, no reason for deviation and corrective action provided.",Additional services and interventions were offered in response to service demand.,,The PDO notes the validated performance was not available by the submission date and will be confirmed as well as the reason for deviation and Corrective Action needs to be confirmed.,Not achieved provide reason for deviation and corrective action,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.2: Sport,Quarterly,4.2.2 Number of affiliated district sport federations supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",10,10,40,55,50,54,20,4,120,123,123,Funding workshops were held in each district prior to the application process. ,,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,More payments could be completed because more federations were compliant. ,,The PDO notes the target is overachieved and notes that the reason for deviation is to be confirmed.,"Achieved, no reason for deviation provided.",Funding workshops were held with federations in Q2. More payments could be completed because more federations were compliant.,,The PDO notes the target is overachieved and that the reason for deviation is to be confirmed.,Over-achieved no reason for deviation provided. ,Targets were overachieved in previous quarters due to the majority of federations being compliant. More payments could be completed because more federations were compliant.,The annual target was achieved.,The PDO notes the validated performance was not available by the submission date and will be confirmed as well as the reason for deviation and Corrective Action is to be confirmed.,Not rated provide reason for non compliance,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.2: Sport,Quarterly,4.2.3 Number of major events supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",5,7,20,27,30,37,25,56,80,127,128,Funds were reprioritised towards event support during the Adjusted Estimates process.,,,Two additional federations were paid due to their compliance documentation being received in Q1.,,The PDO notes that the performance data was not yet verified at the time of submission and needs to be confirmed.,"Over-achieved, no reason for deviation provided.",More payments could be completed because more federations were compliant. ,,The PDO notes the target is overachieved and notes that the reason for deviation is to be confirmed.,"Achieved, no reason for deviation provided.",Funding workshops were held with federations in Q2. More payments could be completed because more federations were compliant.,,The PDO notes the target is overachieved and that the reason for deviation is to be confirmed.,"Over-achieved, no reason for deviation.",Funds were reprioritised during the adjustment estimates to meet demand for support to major events. ,,The PDO notes the over achievement of the annual target. Kindly provide a reason for deviation and Corrective Action?,Provide reason for overachievement,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.2: Sport,Quarterly,4.2.4 Number of fitness and wellness programmes facilitated by the gymnasium,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,1,1,4,4,4,,,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided.",,,Target achieved. Data accepted,Achieved.,,,Target achieved. Data accepted.,Achieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.2: Sport,Quarterly,4.2.7 Number of high performance athletes supported to participate at international level,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",0,,20,5,0,34,20,4,40,43,43,Funding was reprioritised to support additional requests.,,,,,Due Q2.,No reporting required for the quarter under review.,Some federations did not provide the required compliance documents on time. ,The target will be achieved in Q3 and Q4. ,The PDO notes the target was not achieved and notes that the reason for deviation and corrective action is to be confirmed.,"Not achieved, no reason for deviation and corrective action provided.",This is an application-based process. More compliant applications were received following funding workshops held with Federations. ,,"The PDO notes that the target was not achieved in Q2 and according to the corrective action provided, would be achieved in Q3 and Q4.","No reporting required for the quarter under review, progress reported has been noted. However, there should be a reason for deviation.",More athletes were supported in the previous quarters and funding was reprioritised to support additional requests. ,The annual target was achieved.,The PDO notes the target has been achieved due to an over achievement and early delivery in Q3. Kindly provide a reason for deviation and corrective action?,Not achieved provide reason for deviation and corrective action,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.2: Sport,Quarterly,4.2.8 Number of women and girls interventions supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",1,1,2,4,2,2,1,1,6,8,8,Additional programmes were conducted to meet demand from federations. ,,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,Requests were received for additional interventions. ,,The PDO notes the target is overachieved and notes that the reason for deviation is to be confirmed.,"Achieved, no reason for deviation provided.",,,Target achieved. Data accepted.,Achieved.,,,Target achieved. Data accepted.,Achieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.2: Sport,Quarterly,4.2.9 Number of interventions for persons with disabilities supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",1,2,1,1,1,2,1,1,4,6,6,Additional requests were received from federations such as the Outeniqua Chair Challenge following withdrawal of a sponsor.,,,"Due to the National Championship within the structure, more requests were received.",,The PDO notes the target is over achieved and the reason for deviation.,"Over-achieved, reason for deviation provided.",,,Target achieved. Data accepted.,Achieved.,An additional request was received from the national department to support blind cricket. ,,The PDO notes the target is overachieved and that the reason for deviation is to be confirmed.,"Over-achieved, no reason for deviation provided.",,,Target achieved. Data accepted.,Achieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.3: Recreation,Annually,4.3.1 Number of Indigenous Games code structures supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.3: Recreation,Annually,4.3.2 Number of Recreation Centres supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,25,25,25,25,25,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.3: Recreation,Annually,4.3.3 Number of staff employed within the Recreation Programme,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.4: School Sport,Annually,4.4.1 Number of districts supported by/through school sport,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.4: School Sport,Annually,4.4.2 Number of staff employed within the Neighbouring School Programme,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,134,134,134,134,134,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.4: School Sport,Annually,4.4.3 Number of Neighbouring School Centres supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,134,134,134,134,134,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.4: School Sport,Quarterly,4.4.4 Number of learners participating in the district school sport tournaments,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",9000,10870,9000,8583,9000,9849,9000,7738,36000,37040,37040,Increased learner interest and additional support provided to promote participation at district level.,,,Overachievement due to increased interest in participation and additional support provided to promote participation at a local and district level.,,The PDO notes the performance data was not yet available at the time of submission and is to be confirmed.,"Not achieved, no reason for deviation provided.","Numerous outdoor activities were cancelled due to the bad weather conditions (heavy rains, floods, and strong wind) that affected several areas of the province in Q2.",There was an overperformance in Q1 therefore the department is on track to achieve the annual target.,The PDO notes that the target was partially achieved and notes that the reason for deviation and corrective action is to be confirmed.,"Not achieved, no reason for deviation and corrective action provided.",Increased interest in participation and additional support provided to promote participation at a local and district level. ,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ",Federations had inadequate capacity to meet the target. The annual target was achieved. ,The annual target was achieved.,The PDO notes the target is partially achieved in Q4. Kindly provide a Reason for Deviation and Corrective Action?,Not achieved provide reason for deviation and corrective action,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.5 MOD Programme,Annually,4.5.1 Number of MOD Centres supported,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,181,181,181,181,181,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.5 MOD Programme,Annually,4.5.2 Number of staff employed within the MOD Programme,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,362,362,362,362,362,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.5 MOD Programme,Annually,4.5.3 Number of districts supported by/through the MOD Programme,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.6: Youth Programmes,Annually,4.6.2 Number of youth-in-service opportunities created,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,3000,3075,,,,,3000,3075,3074,Due to youth who join and exit the programme a month or two later.,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.6: Youth Programmes,Annually,4.6.4 Number of children and youth at risk participating regularly and consistently in ASPs,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"The Social Protection, Community and Human Development cluster",,,,,,,8000,8087,8000,8087,8087,Overperformance due to the perceived benefits of the programme and learner demand and interest. ,,,,,,,,,,,,,,,,,,,On target,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.6: Youth Programmes,Annually,4.6.4 Number of youth participating regularly and consistently in ASPs,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",,,,,,,8000,,8000,,0,,,,,,,,,,,,,,,,,,,,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.6: Youth Programmes,Quarterly,4.6.1 Number of practitioners participating in training,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",125,373,125,88,125,0,125,135,500,596,596,"Due to the partnership with NYDA and donors, additional training could be provided.",,,Additional funding was received from NYDA which enabled the Department to expand the training programme.,,The PDO notes the target is over achieved and the reason for deviation.,"Over-achieved, reason for deviation provided.",Training was brought forward due to programme demands resulting in over achievement in the previous quarter. ,On track to achieve annual target.,The PDO notes that the target was partially achieved and notes that the reason for deviation and corrective action is to be confirmed.,"Not achieved, no reason for deviation and corrective action provided.",Training was brought forward due to programme demands resulting in over achievement in the previous quarters. Funds allocated for the training were utilised in Q1.,The target is on track to be achieved in Q4.,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ",Overachievement due to anticipation of NYS 4 funding and building extra capacity with funding from NYS.,,The PDO notes the over achievement and reason for deviation.,Overachieved,,159
,"Sport, Arts and Culture",Western Cape,Programme 4: Sport and Recreation,Sub-Programme 4.6: Youth Programmes,Quarterly,4.6.3 Number of external stakeholder engagements,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 3: Empowering People,"The Social Protection, Community and Human Development cluster",2,2,2,2,2,2,2,2,8,8,8,,,,,,The PDO notes the target has been achieved and is on track.,Achieved as planned.,,,Target achieved. Data accepted.,Achieved.,,,The PDO notes the validated performance was not available at the submission date and will be confirmed.,"Not achieved, no reason for deviation and corrective action provided. ",,,Target achieved. Data accepted.,Achieved,,159
Police, Safety and Liaison,Western Cape,Programme 1: Administration,Sub-programme 1.1.& 1.2: Office of the MEC and Office of the HoD,Annually,1.1.1 & 1.2.1) Publication of amendments to the Western Cape Liquor Regulations in respect of fees and fine,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",,,1,1,,,,,1,1,1,None,None,,,,,,,,,,,,,,,,,,,159
Police, Safety and Liaison,Western Cape,Programme 1: Administration,Sub-programme 1.1.& 1.2: Office of the MEC and Office of the HoD,Quarterly,1.1.2 & 1.2.2) Number of reports compiled on the review of the Western Cape Liquor Act,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",1,1,1,1,1,1,1,1,4,4,4,None,None ,,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required,,None,None,PDO notes that the target was achieved and no reason for deviation is required. ,,None,None,"PDO notes that the target was achieved, no reason for deviation and corrective action is required. ",,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
Police, Safety and Liaison,Western Cape,Programme 1: Administration,Sub-Programme 1.3: Financial Management,Annually,1.3.1) Unqualified audit opinion obtained,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",,,1,1,,,,,1,1,1,None,None,,,,,,,,,,,,,,,,,,,159
Police, Safety and Liaison,Western Cape,Programme 1: Administration,Sub-Programme 1.3: Financial Management,Quarterly,1.3.2) Number of financial monitoring reports compiled on the Law Enforcement Advancement Plan,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",1,1,1,1,1,1,1,1,4,4,4,None,None,,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required,,None,None,PDO notes that the target was achieved and no reason for deviation is required. ,,None,None,"PDO notes that the target was achieved, no reason for deviation and corrective action is required. ",,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
Police, Safety and Liaison,Western Cape,Programme 1: Administration,Sub-Programme 1.3: Financial Management,Quarterly,1.3.3) Number of financial monitoring reports compiled on earmarked funding to district and local municipalities,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",1,1,1,1,1,1,1,1,4,4,4,None,None,,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required,,None,None,PDO notes that the target was achieved and no reason for deviation is required. ,,None,None,"PDO notes that the target was achieved, no reason for deviation and corrective action is required. ",,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
Police, Safety and Liaison,Western Cape,Programme 1: Administration,Sub-Programme 1.3: Financial Management,Quarterly,1.3.4) Number of Western Cape Liquor Authority financial reports monitored,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",1,1,1,1,1,1,1,1,4,4,4,None,None,,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required,,None,None,PDO notes that the target was achieved and no reason for deviation is required. ,,None,None,"PDO notes that the target was achieved, no reason for deviation and corrective action is required. ",,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
Police, Safety and Liaison,Western Cape,Programme 1: Administration,Sub-Programme 1.4: Corporate Services,Annually,1.4.1) Submission of a published Departmental Annual Performance Plan to Provincial Parliament,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",,,,,,,1,1,1,1,1,None,None,,,,,,,,,,,,,,,,,,,159
Police, Safety and Liaison,Western Cape,Programme 1: Administration,Sub-Programme 1.4: Corporate Services,Annually,1.4.2) Compilation of a Departmental Annual Operational Plan,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",1,1,,,,,,,1,1,1,None,None,,,,,,,,,,,,,,,,,,,159
Police, Safety and Liaison,Western Cape,Programme 1: Administration,Sub-Programme 1.4: Corporate Services,Annually,1.4.3) Submission of a published Departmental Annual Report to Provincial Parliament,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",,,1,1,,,,,1,1,1,None,None,,,,,,,,,,,,,,,,,,,159
Police, Safety and Liaison,Western Cape,Programme 1: Administration,Sub-Programme 1.4: Corporate Services,Annually,1.4.5) Number of reports compiled on the implementation of a Departmental Communication Strategy,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",,,,,,,1,1,1,1,1,None,None,,,,,,,,,,,,,,,,,,,159
Police, Safety and Liaison,Western Cape,Programme 1: Administration,Sub-Programme 1.4: Corporate Services,Annually,1.4.6) Number of evaluations conducted,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",,,,,,,1,1,1,1,1,None,None,,,,,,,,,,,,,,,,,,,159
