Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,DesiredPerformance,UID
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly,Number of Military Veterans and their  dependants approved for skills development  programmes,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,250,133,"The unit has a number of applications that need to be processed, however the process has been slow due to capacity constraints in the unit.",The unit will consider additional capacity.,250,252,The Q2 target exceeded by 2 approvals despite persistent capacity constraints in the Skills Unit.,,250,221,"Some applications were not finalised due to outstanding critical documents, such as certified copies of IDs, tax documents and accreditation reports. ",Skills Unit will follow up on outstanding documents to finalise on applications received.  ,250,393,Extra-ordinary effort applied to clear the backlog. ,N/A,1000,393,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly, Number of Military Veterans businesses provided with access to business facilitation programmes ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,30,89,"Target was exceeded due to unexpected positive response from Community Scheme Ombuds Services, which resulted in more RFQ provided to Military Veterans.",No correction action needed.,40,91,Cumulative Target was exceeded due to unexpected positive response experienced in Q1.,N/A,70,91,The accumulative Target was exceeded due to the unexpected positive response experienced in Q1.,No corrective action is needed.,110,119,N/A,N/A,110,119,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly,Number of Military Veterans provided with access to employment placement opportunities,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,0,,,10,0,Consultations with stakeholders have not yielded results yet.,Consultations to be intensified during Q3 and Q4. Premiers’ Office for Limpopo and North West to be targeted.,10,0,"In view of the economic situation in the country, consultations with stakeholders have not yielded results yet.",Consultations are to be intensified during Q4. Offices of Premiers for Limpopo and N/West to be targeted.,10,0,Challenges experienced in securing potential opportunities.,The review of the feasibility to implement benefit in the MTEF period.,30,0,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly,Number of Public Private Partnerships in agreement with the Department,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,0,,,0,0,Annual target,N/A,1,0,Engagement with relevant stakeholders at an advanced stage towards conclusion of the partnership agreements.,Follow-up with the relevant stakeholders to fast track the agreements. ,3,2,One stakeholder (PRASA) delayed to sign the agreement.  ,Delayed agreement will be signed in 2025/26.,4,2,,,,,,287
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Percentage of total quality management plan implemented,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No target ,None ,None ,None ,Status Report on the implementation of the total quality management plan ,"Status report on the implementation of the total quality management plan
",None,None,No target ,None ,Not Applicable ,None ,100% of the total quality management plan implemented ,"Total quality management plan not fully implemented
","TQM guideline transformed to a more comprehensive Standard Operating Procedure (SOP) for business process management
","""Develop a revised project plan with clear timelines to finalise the SOP

Ensure alignment with organisational quality management objectives to prevent further delays""
",100% of total quality management plan implemented,-,,,,,,287
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Number of mapped business processes in line with operations management plan implemented,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No target ,None ,None ,None ,1 business process in line with operations management plan,"1 business process in line with operations management plan mapped
",None,None,3 business processes in line with operations management plan (cumulative) ,2 business processes in line with operations management plan,There is an outstanding business process which is not yet concluded as engagements underway. ,Finalise all business processes by end March ,4 business processes in line with operations management plan(cumulative) ,"6  mapped business processes in line with operations management plan Implemented
",None,None,4 mapped business process in line with operations management plan implemented ,-,,,,,,287
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Number of ICT projects enabling NSG operations implemented,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,1 ICT project enabling NSG operations implemented ,"""2 ICT projects 
enabling NSG operations implemented
-Microsoft Teams Telephony License 
-IBM-SPSS ""
",None,None,3 ICT projects enabling NSG operations implemented (cumulative),"""4 ICT projects enabling NSG operations implemented 
1.	Microsoft Teams telephony 
2.	IBM SPSS
3.	SharePoint site for NSG Library Catalogue 
4.	 Microsoft Academic License Renewal ""
",License expiration for   Microsoft fast-tracked renewal process     ,None,4 ICT projects enabling NSG operations implemented (cumulative),"5 ICT projects enabling NSG operations implemented 

1.	Microsoft Teams telephony 2.	IBM SPSS
3.	SharePoint site for NSG Library Catalogue 
4.	 Microsoft Academic License Renewal 
5.	SFTP Project", License expiration for   Microsoft fast-tracked renewal process     ,None,6 ICT projects enabling NSG operations implemented ,"""6  ICT projects enabling NSG operations implemented
1. Microsoft Teams telephony 
2. IBM SPSS
3. SharePoint site for NSG Library Catalogue 
4. Microsoft Academic License Renewal 
5. SFTP Project
6. SSL Certificates""
",None,None,6 ICT projects enabling NSG operations implemented ,-,,,,,,287
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Percentage of material audit findings resolved by the end of financial year,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No target,None ,None,None ,Development of management improvement plan based on previous audit outcome,Management improvement Plan based on previous audit outcome has been developed ,None,None,50% of the management improvement plan based on previous audit outcome,90% implementation of the management improvement plan based on previous audit outcome,The department cleared most issues raised during the audit process ,None,100% of the management improvement plan based on previous audit outcome ,"100% of material audit findings resolved by the end of the financial year 
",None,None,100% of material audit findings resolved by the end of financial year,-,,,,,,287
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Percentage of NSG brand and marketing strategy implemented,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,25% of the NSG brand and marketing strategy implemented,"25% of the NSG brand and marketing implemented
",None,None,50% of the NSG brand and marketing strategy implemented (cumulative),75% of the NSG brand and marketing strategy implemented ,Promotion of NSG programmes and how they impact the government eco-system ,None,75% of the NSG brand and marketing strategy implemented(cumulative),75% of the NSG brand and marketing strategy implemented ,None ,None ,100% of the NSG brand and marketing strategy implemented ,"100% of the NSG brand and marketing strategy implemented
",None,None,100% of the NSG brand and marketing strategy implemented,-,,,,,,287
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Annually,Number of progress reports on the impact evaluation studies developed,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,6 progress reports on the impact evaluation studies developed ,,,,,,,287
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Annually,Status report on the accreditation of the post-graduate qualification,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,Status report on the accreditation of the postgraduate qualification,,,,,,,287
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Annually,Performance management system for ETD practitioners implemented,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,,,,Performance management system for ETD Practitioners implemented ,,,,,,,287
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Annually,Number of programmes/ courses quality assured by the NSG Quality Assurance Committee,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,8 programmes/ courses quality assured by the NSG Quality Assurance Committee,,,,,,,287
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Amount of revenue generated and other funding sources in TTA,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",R18m in revenue and other funding sources generated ,R15 310 238m  in revenue and other funding sources generated,Low uptake of courses due to new financial year and National Elections,None ,R31m in revenue and other funding sources generated (cumulative) ,"R34 492 021 in revenue and other funding sources generated
","The NSG focused on implementation of compulsory programmes amidst low uptake of demand-driven courses 
",None,R44m in revenue and other funding sources generated (cumulative) ,R40 456 262 million in  revenue and other funding sources generated,Revenue is below the target because compulsory courses remain the bulk of training conducted ,Continue marketing demand-driven courses to raise revenue ,R101m in revenue and other funding sources generated (cumulative) ,"R141 026 686  in revenue and other funding sources generated in TTA
","Preliminary revenue provided as reconciliation is underway 
","The final revenue will be reported in the annual report
",R101m in revenue and other funding sources generated in TTA ,-,,,,,,287
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Percentage of business development interventions resulting in the uptake of the ETD offerings,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",No target,None,None ,None ,Report on the business development interventions resulting in uptake of ETD offerings,"Report on the business development interventions resulting in uptake of ETD offerings
",None,None,No target ,None ,None ,None,70% of business development interventions resulting in uptake of ETD offerings,"74% (131/178) business development  interventions resulting in uptake of ETD offerings 
","Preliminary numbers are reported as reconciliation of cases on My NSG is not yet complete.  
","The final percentage will be reported in the annual report
",70% of business development interventions resulting in uptake of ETD offerings,-,,,,,,287
National School of Government,National School of Government,National,Programme 2 Public Sector Organisational and Staff Development,Programme 2 Public Sector Organisational and Staff Development,Quarterly,Number of research projects informing ETD interventions developed,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No target,None ,None ,None ,2 research reports informing ETD interventions developed,"3 research reports developed 
","An additional report was ad-hoc request outside the research agenda 
",None,4 research reports informing ETD interventions developed (cumulative) ,"5 research reports informing ETD interventions developed 
","The report on Productivity SA done in partnership with Presidency is completed 
",None,6 research reports informing ETD interventions developed,"7 research reports informing ETD interventions developed
","The target was exceeded due to requests for additional reports
",None,6 research reports informing ETD interventions developed ,-,,,,,,287
