Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,OTP_Q1,OTP_Q2,National_Q4,National_Q1,National_Q2,National_Q3,UID
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 4:  Veterinary Services,Sub Programme 4.4: Veterinary Diagnostics Services,Quarterly,Number of laboratory tests performed according to approved standards,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",18400,16960,Underperformance due to fewer samples tested because of fewer samples received.,Field officials will be encouraged to take more samples in the second quarter to compensate for the shortfall.,18900,20 457,Over performance due to more farms in the Blue Crane Route that tested positive for brucellosis. ,N/A as the performance reported is higher than the target.,18200,10 912,Under performance due to less samples submitted as a result of officials assisting in the control of FMD outbreak in Kouga and Koukamma Local Municipalities.,The under performance will be compensated for in the 4th quarter.,,18215,47049,Over performance as a result of more samples submitted to the Lab to compensate for the under performance of the previous quarters due to focus on FMD outbreak ,"N/A, as the performance reported is higher than the target.",73715,95378,,,,,,,Noted ,Noted,Noted,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 4:  Veterinary Services,Sub Programme 4.4: Veterinary Diagnostics Services,Quarterly,Number of primary animal health care (PAHC) interactions held to minimize the impact of disease occurrence,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3000,4650,Overperformance due to demand for primary animal health care services in resource-poor communities.,N/A as the performance reported is higher than the target.,3000,5 571,Over performance due to increased demand for primary animal health care services in resource poor communities.,N/A as the performance reported is higher than the target.,3009,3 889,Over performance due to increased demand for primary animal health care services in resource poor communities.,"N/A, as the performance reported is higher than the target.",,2900,4838,Over performance due to increased demand for primary animal health care services in resource poor communities.,"N/A, as the performance reported is higher than the target.",11909,18948,,,,,,,,,The need to provide more primary animal health care should have been identified during the planning phase. ,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 4:  Veterinary Services,Sub Programme 4.4: Veterinary Diagnostics Services,Quarterly,Number of specimen tested for diagnostic purposes,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",25300,21541,Underperformance due to fewer samples received as a result of more focus on controlling the Foot and Mouth Disease (FMD) outbreak in Humansdorp. ,Field officials will be encouraged to take more samples in the second quarter to compensate for the shortfall.,26100,25 119,"A slight under performance attributed to officials assisting on FMD control in Kouga and Koukamma Local Municipalities and therefore unable to meet sampling target for the quarter. Secondly, OBP, sole supplier for Milk Ring Test (MRT) antigen, had no stock of MRT antigen for the past two months and therefore unable to meet the target for MRT testing. ",The slight under performance will be compensated for in the 3rd quarter as testing for MRT will resume. ,25400,14 588,Under performance due to less samples submitted as a result of officials assisting in the control of FMD outbreak in Kouga and Koukamma Local Municipalities.,The under performance will be compensated for in the 4th quarter.,,25050,41920,Over performance as a result of more tests performed according to approved standards due to more samples submitted.,"N/A, as the performance reported is higher than the target.",101850,103168,,,,,,,,,Noted.,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 4:  Veterinary Services,Sub Programme 4.5: Veterinary Technical Support Services,Quarterly,Number of Performing Animals Protection Act (PAPA) registration licences issued,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",5,4,Underperformance due to applications submitted late and are being followed up.,The underperformance will be compensated for in the second quarter. The clients will be encouraged to submit applications without delay.,10,5,Under performance due to pending applications that are in progress to be finalised.,The underperformance will be compensated for in the 3rd quarter once the pending applications are finalised.,5,7,The overperformance is due to a new facility as well as a facility whose application in the second quarter was delayed and has now been finalised in the 3rd quarter. ,"N/A, as the performance reported is higher than the target.",,1,3,Over performance due to two new facilities registered.,"N/A, as the performance reported is higher than the target.

",21,19,,,,,,,None ,None ,Factors that contributed to the delays in finalising applications should be provided in the reason for variance. ,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.1: Agricultural Research,Annually,Number of research projects implemented to improve agricultural production,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,38,42,,,38,42,,Over performance is due to appointment research personnel ,"N/A, as the performance reported is higher than the target",,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.1: Agricultural Research,Quarterly,Default,Non-Standardized,Not  Applicable,Not Applicable,-,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,,,,,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.1: Agricultural Research,Quarterly,Number of aquaculture projects supported.,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,2,Due to a task-dependent workshop facilitated by the Department of Fisheries and Forestry for the Sea Urchins Project in Humburg for International Funding.,N/A as the performance reported is higher than the target.,2,2,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,2,2,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",,3,2,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",8,8,,,,,,,,,Performance target achieved as planned.,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.1: Agricultural Research,Quarterly,Number of fishing co-operatives supported.,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,2,2,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,2,1,Procurement of fishing gear could not be completed as on time as some of the items could not be soured locally.,The procurement of items that could not be sourced locally will be finalised in quarter 4.,,5,5,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",10,9,,,,,,,,,Performance target achieved as planned.,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.1: Agricultural Research,Quarterly,Number of research projects implemented to improve agricultural production.,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A as the performance reported is equal to the targeted performance,N/A as the performance reported is equal to the targeted performance,0,0,0,0,0,0,0,0,,38,42,"Over performance is due to appointment research personnel 
","N/A, as the performance reported is higher than the target.",38,42,,,,,,,Noted ,,N/A,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.1: Agricultural Research,Quarterly,"Number of samples (Soils, Plants, Feed and Water) analysed to support decision making of clients.",Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",200,448,Gas Chromatography Mass Spectrometer (GC-MS) machine which is faster contributed to the over performance as well as the dedicated staff who worked after hours.,N/A as the performance reported is higher than the target.,1000,1074,Over performance as in service students attached to analytical laboratory positively contributed to the positive deviation.,N/A as the performance reported is higher than the target.,1000,1186,Advocacy following provision of analytical services for free as well as improved functionality of laboratory equipment led to overperformance ,"N/A, as the performance reported is higher than the target.",,400,759,"Over performance is due to students attached to Analytical services doing in service training 
","N/A, as the performance reported is higher than the target.",2600,3467,,,,,,,,,Noted.,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Annually,Number of new technologies developed for the smallholder producers,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,4,4,,,4,4,,"N/A, as the performance reported is equal to the targeted performance.

","N/A, as the performance reported is equal to the targeted performance.

",,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Annually,Number of scientific papers published,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,6,13,,,6,13,,Over performance is ascribed to earlier than anticipated completion of reviewing systems applied by journal editorial staff,"N/A, as the performance reported is higher than the target.",,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Quarterly,Number of booklets developed for the smallholder producers,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,2,2,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,2,2,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",,2,2,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",6,6,,,,,,,,,Performance target achieved as planned.,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Quarterly,Number of demonstration trials conducted with farmers in order to impart knowledge and skills on farming practices,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,3,3,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,3,5,The need for cannabis demonstrations led to the overperformance ,"N/A, as the performance reported is higher than the target.",,3,3,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",9,11,,,,,,,,,Performance target achieved as planned.,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Quarterly,Number of new technologies developed for smallholder producers,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,0,0,0,0,0,0,0,0,,4,4,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",4,4,,,,,,,None ,,N/A,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Quarterly,Number of research presentations made at peer reviewed events,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,24,31,"More Scientific Congresses were held than anticipated and researchers had compatible research work to present.

",N/A as the performance reported is higher than the target.,4,4,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",,0,11,Over performance is caused by maturity and experience in the professional staff which has opened opportunities for researchers and technicians to utilise diverse platforms to present their research work,"N/A, as the performance reported is higher than the target",29,47,,,,,,,None ,None ,Noted.,Achieved as planned.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Quarterly,Number of research presentations made at technology transfer events,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",4,10,Invitations to present during Government and Departmental events have resulted in over-performance as the output indicator is demand-driven.,N/A as the performance reported is higher than the target.,6,15,More research presentations were done on the second term seminar.,N/A as the performance reported is higher than the target.,5,5,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",,5,6,Invitation to Programme 5 to present during Landcare Awareness in Ngqeleni resulted in more presentations being done (The PI is demand driven),"N/A, as the performance reported is higher than the target",20,36,,,,,,,None ,None ,The reason for variance should elaborate why more presentations were done in the quarter under review.,Achieved as planned. ,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Quarterly,Number of scientific papers published,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A as the performance reported is equal to the targeted performance,N/A as the performance reported is equal to the targeted performance,0,0,0,0,0,0,0,0,,6,13,Over performance is ascribed to earlier than anticipated completion of reviewing systems applied by journal editorial staff,"N/A, as the performance reported is higher than the target",6,13,,,,,,,Corrective action is required for both under and over performance. ,,N/A,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.3: Research Infrastructure Support Services,Annually,Number of research infrastructure managed,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,7,7,,,7,7,,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.3: Research Infrastructure Support Services,Quarterly,Default,Non-Standardized,Not  Applicable,Not Applicable,-,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,,,,,,,,,N/A,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 5:	Research and Technology Development Services,Sub Programme 5.3: Research Infrastructure Support Services,Quarterly,Number of research infrastructure managed ,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,0,0,0,0,0,0,0,0,,7,7,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",7,7,,,,,,,None ,,N/A,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 6: Agricultural Economic Services,Sub Programme 6.1: Production Economics and Marketing Support,Quarterly,Number of agribusinesses supported with Black Economic Empowerment advisory services,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",0,7,"The advisory services were planned for the second quarter, however, the increased interest on Agri-BEE Fund resulted in over performance.",N/A as the performance reported is higher than the target.,17,16,"Most Agri-BEE advisories were done in the 1st Quarter, the Programme is busy following up on projects that require Agri-BEE fund. ","Most Agri-BEE advisories were done in the 1st Quarter, the mid year performance is an over performance. ",20,16,"Most Agri-BEE advisories were done in the 1st Quarter, the Programme is busy following up on projects that require Agri-BEE fund. ",The outstanding Agri-BEE advisories will be finalised in the 4th Quarter.,,5,15,There were advisories planned for 5 agribusinesses but other agribusinesses also shown interest. ,"N/A, as the performance reported is higher than the target.",42,54,,,,,,,None ,Noted,Noted,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 6: Agricultural Economic Services,Sub Programme 6.1: Production Economics and Marketing Support,Quarterly,Number of agri-businesses supported with marketing services,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",6,6,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,40,55,"The session for wool and mohair had to be shifted to the 28th October, due to clashes with other Provinces ",N/A as the performance reported is higher than the target.,29,34,"The wool and mohair marketing exposure and linkage sessions attracted more farmers than planned, hence the over- achievement.","N/A, as the performance reported is higher than the target.",,19,5,"The planned initiatives on this indicator were done in the second and third quarter, hence the under-performance in the 4th quarter.",N/A as the annual target has been met,94,100,,,,,,,None ,None ,"The reason provided for deviation is not aligned with the reported performance as the PDAs have overperformance on the indicator despite the shifting of the session. kindly review and adjust. secondly, corrective action is required for both over and under performance.",Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 6: Agricultural Economic Services,Sub Programme 6.1: Production Economics and Marketing Support,Quarterly,Number of clients supported with production economic services,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",122,149,The over-performance is attributed to the early compilation of CASP business plans for 2025/26 which is one of the services offered in production economic services. The business plans were planned to be compiled in the second quarter. ,N/A as the performance reported is higher than the target.,97,104,The over-performance was due to CAS business plans.,N/A as the performance reported is higher than the target.,85,73,Changes in the approach of assisting smallholder farmers delayed performance of the indicator.,The outstanding production economics support will be provided in the 4th Quarter.,,72,89,"Factors that lead to over performance include participation on PES, financial record keeping workshops in preparation for 2025/26 financial year","N/A, as the performance reported is higher than the target.",376,415,,,,,,,None ,Noted,Noted,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 6: Agricultural Economic Services,Sub Programme 6.1: Production Economics and Marketing Support,Quarterly,Number of commercially viable partnerships established to drive productivity and competitiveness.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,0,0,0,0,0,0,0,0,,6,6,"N/A, as the performance reported is higher than the target","N/A, as the performance reported is higher than the target",6,6,,,,,,,,,N/A,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 6: Agricultural Economic Services,Sub Programme 6.1: Production Economics and Marketing Support,Quarterly,Number of producers with SA Gap certification.,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,0,0,0,0,0,0,0,0,,9,9,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",9,9,,,,,,,,,N/A,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 6: Agricultural Economic Services,Sub Programme 6.2: Agro-Processing Support,Annually,Number of agri-businesses supported with agro-processing initiatives,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,3,1,,,3,1,,Support for the twin-bird poultry abattoir was done in the 1st Quarter  and therefore the annual target of 2 was achieved.,N/A as the annual target has been met,,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 6: Agricultural Economic Services,Sub Programme 6.2: Agro-Processing Support,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,,,,,,,,,N/A,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 6: Agricultural Economic Services,Sub Programme 6.2: Agro-Processing Support,Quarterly,Number of agri-businesses supported with agro-processing initiatives,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,0,0,0,0,0,0,0,0,,3,1,Support for the twin-bird poultry abattoir was done in the 1st Quarter  and therefore the annual target of 2 was achieved.,N/A as the annual target has been met,3,1,,,,,,,"According to the APP that was submitted to DALRRD as well as the target captured on the system, the annual target is 3.",,N/A,N/A,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 6: Agricultural Economic Services,Sub Programme 6.3: Macroeconomics Support,Quarterly,Number of economic reports compiled,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",1,10,The over-performance was due to the requests by the department on commodity performance.,N/A as the performance reported is higher than the target.,4,4,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,7,10,Requests of different reports by internal and external clients led to overperformance.,"N/A, as the performance reported is higher than the target.",,8,11,Requests of different reports by internal and external clients led to Over performance.,"N/A, as the performance reported is higher than the target",20,35,,,,,,,Corrective action is required for both over and underperformance.,Noted,Performance target achieved as planned.,Noted.,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 7: Agricultural Education and Training,Sub Programme 7.1: Higher Education and Training,Annually,Number of students enrolled to complete accredited Higher Education and Training (HET) qualifications,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 7: Agricultural Education and Training,Sub Programme 7.1: Higher Education and Training,Annually,Number of students graduated with agricultural qualification,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,155,187,,,,,,,,155,187,,Due to the delayed students progressing to finalize their studies more graduated that what was planned.,"N/A, as the performance reported is higher than the target.",,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 7: Agricultural Education and Training,Sub Programme 7.1: Higher Education and Training,Annually,Number of youth supported towards agri-business services,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 7: Agricultural Education and Training,Sub Programme 7.1: Higher Education and Training,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,,,,,,,N/A,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 7: Agricultural Education and Training,Sub Programme 7.2: Agricultural Skills Development,Annually,Number of farms/projects mentored according to different commodities in order to make them profitable.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,20,20,,,20,20,,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 7: Agricultural Education and Training,Sub Programme 7.2: Agricultural Skills Development,Annually,Number of infrastructure programmes implemented in Agricultural Colleges developed to improve the farmer training capacity.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,2,2,,,2,2,,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 7: Agricultural Education and Training,Sub Programme 7.2: Agricultural Skills Development,Quarterly,Number of Educators capacitated in agricultural science related fields to improve their understanding of the sector needs.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,51,The Veterinary & Para-Veterinary Program and the Agri-Teen Summit that was run across the province for learners also exposed Educators as they accompanied their learners to these career exposures and were capacitated to assist learners where they lack understanding and guide during application processes.,N/A as the performance reported is higher than the target.,30,30,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,30,0,"The educator's targets for the year were exceeded by the second quarter; hence, no training was conducted this quarter","N/A, as the annual target has already been met",,0,0,"N/A, as the performance reported is equal to the targeted performance.

","N/A, as the performance reported is equal to the targeted performance.

",60,81,,,,,,,,,Performance target achieved as planned.,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 7: Agricultural Education and Training,Sub Programme 7.2: Agricultural Skills Development,Quarterly,Number of Farmworkers completing accredited and/ or non-accredited training to develop skilled Farmworkers.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Economic Transformation and Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A as the performance reported is equal to the targeted performance,N/A as the performance reported is equal to the targeted performance,130,118,Specification for Farm Workers were resent to the Demand Section of SCM on the 27th June 2024 and an advert for Service Providers was closed on the 8th August 2024 and a technical report submitted on the 29th August and there has been no update from SCM of the appointed service providers. All this has led to the Program having to rely solely on Mpofu Training Centre to conduct some of the training hence the under-performance. ,The under-performance on the Farm Workers training will be addressed in the 3rd Quarter through a follow-up again with SCM on the advert that should have been adjudicated by now so as to ensure that there is no underperformance by the end of the financial year.,120,129,7.2.5 The overperformance is a result of the execution of a recovery plan to recover the underperformance experience at the mid-year level.,"N/A, as the performance reported is higher than the target.",,0,0,"N/A, as the performance reported is equal to the targeted performance.
","N/A, as the performance reported is equal to the targeted performance.
",250,247,,,,,,,,,Noted.,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 7: Agricultural Education and Training,Sub Programme 7.2: Agricultural Skills Development,Quarterly,Number of participants trained in skills development programmes in the sector,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",400,496,Working in cooperation with the Small Enterprise Development Agency (SEDA) in the Sarah Baartman District and the Department of Social Development has enabled the program to reach beneficiaries that otherwise would not be covered due to limited departmental resources thus enabling the training of over 96 candidates to be realized. ,N/A as the performance reported is higher than the target.,800,1103,"In an effort to ensure that Program does not underperform on the set targets due to Fort Cox College’s non-performance and the back and forth with the adverts on Farm Together, TARDI and Mpofu TC were requested to reschedule some of their trainings for earlier training than planned and this resulted in over performance.",N/A as the performance reported is higher than the target.,800,835,The overperformance is attributed to the high numbers from Fort Cox College; the department had to respond to higher demand of training needs from our esteemed primary stakeholders.,"N/A, as the performance reported is higher than the target.",,400,654,Training done by TARDI as requested by OTP led to an overperformance,"N/A, as the performance reported is higher than the target.",2400,3088,,,,,,,None ,None ,Noted ,Noted,202
