Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,National_Q1,UID
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1.1 Phases of Maintenance services available on the DOJ Internet Portal (online) completed by target date.,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",-,-,-,-,"Analysis & Design
completed.",-,"Limited human resources capacity.

Currently, the only resource (IJS Business Analyst) focuses on the priority given to online protection orders. 
","Following completion of online protection orders, The Business Analyst will commence with Phase 2 analysis & design activities.

In an effort to address the shortage of Business Analysts, two vacant posts are in the process being filled, and the candidates are expected to assume duty on the 01 November 2022.

","Maintenance
Payment Tracking
completed.
Maintenance
Case Status
Tracking
completed.",-,"Unavailability of Business during December/January period.
ICT Capacity constraints (Business Analysts) which has since been appointed.
Delays in the implementation of SmartGov project.
","Fast track the project plan and obtain business sign-off.
Piloting at courts to be identified by business and obtain pilot sign-off.
Business (Court Administration and Masters) to rollout the solution nationally in the 2023-24 FY, with the support of ICT. 
Decision on implementation of SmartGov required for advanced level 4 Digital Signatures & Content Management.
","Application for
Variation Orders
completed.
Electronic Receipt of
documents by
Sheriffs for serving
completed.
Phase 2
(Online Solution with
Transacting
capability) completed
by 31 March 2023","Analysis & Design completed.
Development and testing of case status tracking completed. Development and testing of Payment status tracking completed.
",Business availability for design sessions.,To be finalised by Q1 of 2023/24.,"Phase 2
(Online Solution with
Transacting capability)
completed by 31 March
2023",-,-,Target not achieved due to capacity constraints and delays in the implementation of SmartGov project,"The following interventions will be implemented:
Case status tracking:
•UAT Testing 
•Piloting date

Payment status tracking:
•Development date
•UAT Testing
•Piloting date

Emolument Orders:
•Development date
•UAT Testing
•Piloting date
",-,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1.2 Phases of Deceased Estates services available on the DOJ Internet Portal (online) completed by target date.,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",-,-,-,-,"Analysis & Design
completed.",-,"Limited human resources capacity

Continue piloting Phase 1 with external stakeholders (dependent on stable network and infrastructure as well as access to the Portal and ICMS Deceased Estates).
","In an effort to address the shortage of Business Analysts, two vacant posts are in the process being filled, and the candidates are expected to assume duty on the 01 November 2022.


The analysis and design for the for Phase 2 will commence in third quarter 
","Deceased Estates
Status Tracking
completed.
Online Booking
Appointments
(e.g. LOA/LOE
collections,
document
submissions)
completed.",-,"Unavailability of Business during December/January period.
ICT Capacity constraints (Business Analysts) which has since been appointed.
Delays in the implementation of SmartGov project.
","Fast track the project plan and obtain business sign-off.
Piloting at courts to be identified by business and obtain pilot sign-off.
Business (Court Administration and Masters) to rollout the solution nationally in the 2023-24 FY, with the support of ICT. 
Decision on implementation of SmartGov required for advanced level 4 Digital Signatures & Content Management.
","Digitally approved
LOA/LOE
completed.
Phase 2
(Online Solution with
Transacting
capability) completed
by 31 March 2023","Digitally LOA/LOE completed. 
Phase 2
(Online Solution with Transacting capability) completed by 31 March 2023

",,,"Phase 2
(Online Solution with
Transacting capability)
completed by 31 March
2023",-,"Phase 2
(Online Solution with
Transacting capability) completed by 31 March 2023
",,,"Phase 2
(Online solution
with
transacting
capability)
completed by
31 March 2023",,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1.3 Phases of Protection Order services available on the DOJ Internet Portal (online) completed by target date,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",Analysis & Design.,System demo,Amendments to the regulations that require public comments processes to be finalised in order to determine the impact on the system forms and rules. ,"Hold follow-up planning meeting with PRVG in terms of the gaps.

Finalise plan to address the gaps and implement same.
","Solution enhanced in line
with the requirements of
the envisaged Gender
Based Violence Act,
Rules and Regulations.
Integration with EJudiciary
Workspace
completed.",Development is in progress ,"Amendments to the Regulations that require public comments processes to be finalised in order to determine the impact on the system forms, rules, etc.

Changes in Forms post public comments.
","Implementation of the revised RFS’s is in progress.

Testing of the changes.
IJS to resolve the SAPS need for a letter in respect of integration
","Integration to
SAPS for serving
protection orders
completed.",-,"
ICT Infrastructure upgrade.
Changes emanating from legislative processes (e.g. updated forms, rules etc.).
ICT Capacity constraints (Business Analysts) which has since been appointed.
Initial de-prioritization of E-Workspace for Protection Orders by the business (CD: PRVG) due to the interpretation of the regulations.
Delays on the involvement SAPS technical team. The letter was sent on 11 January 2023 to SAPS indicating the state of readiness by the Department. Awaiting feedback from SAPS.
Delays in the implementation of SmartGov project.
","Fast track the project plan and obtain business sign-off.
Piloting at Courts to be identified by business and obtain pilot sign-off.
Business (Court Administration) to rollout the solution nationally, with the support of ICT. 
Decision on implementation of SmartGov required for advanced level 4 Digital Signatures & Content Management.
Explore the interventions fast track the ICT Infrastructure upgrade
","Electronic Receipt of
documents by
Sheriffs for serving
completed.
Phase 2
(Online Solution with
Transacting
capability) completed
by 31 March 2023","Analysis and Design completed, Enhancement and testing of solution in line with the requirements of the envisaged Gender Based Violence Act, Rules and Regulations completed. ",Delays on the involvement SAPS technical team. Requirements scope creep (Judiciary now involved resulting in different views of the systems design),To be finalised by Q1 of 2023/24.,"Phase 2
(Online Solution with
Transacting capability)
completed by 31 March
2023",-,-,Target not achieved due to the changes in the scope of work related to SAPS integration ,"The following interventions will be implemented:
Enhancement and testing of solution in line with the requirements of the envisaged Gender Based Violence Act, Rules and Regulations:
•Development date
•UAT Testing
•Piloting date

E-Judiciary workspace
•Development date
•UAT Testing
•Piloting date
",-,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1.4 Phases of NRSO services available on the DOJ Internet Portal (online) completed by target date.,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",-,-,-,-,"Analysis & Design
completed.",-,SAPS require a formal letter in terms of integration with their system. This matter has been escalation to the IJS for intervention.,"SAPS requiring a formal letter in terms of integration with their system to be resolved by the IJS.

Subject to the above, commence with Phase 2 analysis and design activities ","Integration with
SAPS completed.",-,Delays on the involvement SAPS technical team. The letter was sent on 11 January 2023 to SAPS indicating the state of readiness by the Department. Awaiting feedback from SAPS.,"Decision on implementation of SmartGov required for advanced level 4 Digital Signatures & Content Management.
Explore the interventions to fast track SAPS response.
","Digitally approved
NRSO Clearance
Certificates
available.
Phase 2
(Online Solution with
Transacting
capability) completed
by 31 March 2023","Analysis & Design completed.
 
",Dependent on Advance Digital Signature SAPS involvement,To be finalised in 2023/24.,"Phase 2
(Online Solution with
Transacting capability)
completed by 31 March
2023",-,-,Target not achieved due to the changes in the scope of work related to SAPS integration ,Engagement with SAPS is ongoing to ensure SAPS is prepared for system integration. ,-,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1.5 Phases of State Attorneys Services available on the DOJ Internet Portal completed by target date,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",-,-,-,-,"Analysis and Design
completed.",-,Limited human resources capacity,"SCM: Asset Management to finalise asset donation processes (transfer, etc.) 

Meet with relevant stakeholders from Mpumalanga Premiers Office and finalise technical aspects (licencing, hosting, system configuration, maintenance and support).
","Development and
Testing
completed.",-,"The procurement of the system was stopped by the OSG in order to review the bid requirements. The bid specifications was at the publishing stage and SITA was requested to stop the publishing.
Secondly, the OSG accepted a donated system from the Mpumalanga Premiers Office with the understanding that the system will be customized and configured to meet the requirements of the OSG. The OSG has since indicated on 08 December 2022 and 14 December 2022 that the donated system will not meet their case management requirements, fully
",The OSG and ICT to revisit and validate the specifications for a system that needs to be procured.,"Piloting completed.
Phase 1 (Legal
practice
management
solution i.e. case
management
component) piloting
completed by 31
March 2023.",-,The procurement of the system was stopped by the OSG in order to review the bid requirements. ,"The OSG and ICT to revisit and validate the specifications for a system that needs to be procured, including the funding.","Phase 1 (Legal practice
management solution i.e.
case management
component) piloting
completed by 31 March
2023.",-,-,"Development of Legal practice management solution halted due to pending decision on a donated system, therefore target not achieved.","The OSG and ICT to revisit and validate the specifications for a system that needs to be procured, including the funding.",-,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.2.1 Number of courtrooms rolled-out with the Courts Audio-Visual Solution (CAVS),Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",-,-,-,-,20 courtrooms completed,0,,,50 courtrooms completed,0,"SITA procurement delays.
Business unavailability for bid requirements sessions due to their capacity constraints. (Only 1 resource assigned to the project).
","SCM to fast track procurement processes with SITA.
Considering the SITA delays, the revised target would be to finalise the bid specifications and publish the bid.  
Furthermore, a SITA Exemption Letter was drafted and signed by the Minister. This letter is to be delivered by the Ministry to the Minister of Communications and Digital Technologies
",85 courtrooms completed,0,,,85 courtrooms,-,0,,,0,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.2.1 Number of courtrooms rolled-out with the Courts Audio-Visual Solution (CAVS).,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",0,,,,20,0,"Different specifications template requirements from SITA as SITA changed the template after the initial bid specifications was completed. 
Delays by SITA as the Bid Specification was finalised and submitted to SITA in April 2022 and SITA only responding to the Department in June 2022.
SITA BSC membership requirements from the Department (i.e. nominated Chairperson and Technical Lead) – SCM to send deviation memo to the DG, in respect of ISM technical resources (DD level) participating in the SITA BSC processes.
","SCM to send deviation memo to the DG, in respect of ISM technical resources (DD level) participating in the SITA BSC processes.

SCM to fast track procurement processes with SITA.
",50,0,"SITA procurement delays.
Business unavailability for bid requirements sessions due to their capacity constraints. (Only 1 resource assigned to the project).
","SCM to fast track procurement processes with SITA.
Considering the SITA delays, the revised target would be to finalise the bid specifications and publish the bid.  
Furthermore, a SITA Exemption Letter was drafted and signed by the Minister. This letter is to be delivered by the Ministry to the Minister of Communications and Digital Technologies
",85,0,SITA procurement delays.,SITA to report to the DG on a regular basis.,85,0,0,Target not achieved due to SITA / DOJ&CD procurement processes delays.,"The DG delegation met with SITA in February 2023 to discuss the procurement delays. SITA has made a commitment to accelerate the process and DOJ&CD to strengthen the team. SITA to report to the DG on a regular basis.

Timelines to complete the project can only be provided once the procurement is finalised as implementation timelines will form the bidder's responses.
",0,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.3. Modernisation and Digitalisation Strategy approved by target date,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster","Task Team
established",-,A memorandum requesting approval of the Task Team is in progress but is on hold pending confirmation if the ICT War Room Task Team will also be this Task Team.,Obtain confirmation if the ICT War Room Task Team will also be this Task Team.,"Draft Modernisation
Strategy and
Digitalisation Strategy
completed","Task Team
Established 
","The output indicator was added to the revised APP, and time constrains let to department only having 2 months to establish a Task Team, which was completed during the 2nd quarter.  ",The task team meeting will be convened during the third quarter to start activities that will lead to the development of a modernization strategy and a digitization strategy. ,"Modernisation
and Digitisation
Strategy approved
by 31 December
2022",Draft Modernisation and Digitalisation Strategy completed,Further consultation required,"Draft Modernisation and Digitalisation Strategy to be tabled at ExCo and any further inputs to be incorporated.
Modernisation and Digitalisation Strategy envisaged to be finalised and approved by 31 January 2023.
",,Modernisation and Digitisation Strategy was approved by the 31 December 2023.,,,"Modernisation and
Digitalisation Strategy
approved by 31
December 2022",-,Modernisation and Digitisation Strategy submitted and approved by 31 December 2022,,,"Modernisation
and Digitisation
Strategy
submitted and
approved",,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.1.1 Percentage of women occupying Senior Management Services (SMS) and LP10 positions,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",50 %,51 %,-,-,50 %,52 %,,,50 %,52 %,,,50 %,52 %,,,50 %,52 %,52,"Target Exceeded
Due to internal processes and control measures put in place to  monitor the recruitment plans and monthly posting EE targets on DJINI
",,52,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.10.1 Percentage of vacancy posts at SMS level (Vacancy rate),Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",18 %,14 %,-,-,15 %,12 %,,,13 %,13 %,,,10 %,9 %,,,10 %,9 %,9,,,9,No reason provided for target not met?,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.11.1 Percentage of disciplinary cases finalised within 90 days from the date of opening the matter,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",30 %,75 %,-,-,45 %,78 %,,,55 %,71 %,,,70 %,70 %,,,70 %,70 %,70,,,70,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.12.1 Percentage of audit improvement plans implemented,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",25 %,0 %,The audit for 2021/22 is still in progress. ,The indicator will be reported during quarter 2. ,50 %,50 %,,,75 %,75 %,,,100 %,100 %,,,100 %,100 %,100,,,100,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.13.1 Percentage of grievances resolved within 90 days from the date of opening the matter,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",50 %,98 %,-,-,55 %,84 %,,,60 %,82 %,,,65 %,82 %,,,65 %,82 %,82,Additional capacity to address grievances provided to assist provinces ,-,82,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.14.1 Number of backlogs on disciplinary hearing cases for misconduct resolved,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",10,11,-,-,10,6,,,10,3,The complexity of the outstanding cases are determining factor for the delay  and unavailability of chairpersons and union representative,Employee Relations National office will conduct weekly meeting to facilitate the finalization of matters and ensure responsible parties are available to proceed. ,0,0,,,30,20,25,Complexity of grievances delayed the finalisation of cases.,,25,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.15.1. Number of backlogs on grievances resolved,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",14,9,"Complexity of grievances ranging from level 5 to OSD. 
Salary problems have been a problem especially for OSD.
","Mediators appointed for long outstanding grievances.
 
Chief Director oversight meetings with Regions. 

Case finalisation plan per case to be developed. 

Meeting with IO`s and PO`s on finalisation of cases 
Replace ineffective IO`s and PO`s. 
",14,15,,,0,0,,,0,0,,,28,24,28,-,,28,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.16.1 Number of specialized training programmes conducted by Justice College,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",10,7,"Nominations not forthcoming from senior Managers.

Programme is complete ISM delaying in confirming dates.

Programme scheduling challenges.
","1 Masterclass to be added in the next quarter
Escalated to EXCO. 

ISM to be reminded of
1 workshop to be added to the next quarter.
",8,19,,,6,25,,,8,6,The target for Q 4 has already been achieved during Q3 ,Target exceeded to 39 in 2022/23,32,57,39,"Target Exceeded
The Department received more training requests than anticipated.
",-,39,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.2.1 Percentage of total workforce positions occupied by people living with disability,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",2.1 %,2.0 %,,,2.1 %,2.1 %,,,2.1 %,2.1 %,,,2.1 %,2.1 %,,,2.1 %,0 %,2.1,-,,2.1,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.3.1 Percentage of total workforce positions occupied by youth,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",20 %,25 %,-,-,21 %,23 %,,,21.5 %,24 %,,,22 %,23 %,,,22 %,23 %,23,"Target Exceeded
Due to internal processes and control measures put in place to  monitor the recruitment plans and monthly posting EE targets on DJINI
",,23,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.4.1 Percentage of reported corruption cases investigated for officials finalised,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",0 %,0 %,-,-,20 %,56 %,,,65 %,84 %,,,85 %,89 %,,,85 %,89 %,89,Target exceeded due to additional capacity assisting in the investigation of corruption cases. ,-,89,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.5.1 Percentage of fruitless and wasteful expenditure reduced,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",85 %,7 %,All cases on the register are under investigation by Legal Services.  Internal Control makes follow-ups monthly on progress of outstanding cases.,"Internal Control conducting assessments of old cases not resolved to determine if they are indeed F & W.

The Compliance Management Control Committee is to be established in July 2022 which is an additional control measure to assist with cases being resolved.

",85 %,25 %,,,85 %,31 %,"Lack of co-operation by branches for submission of Annexure K. 
Outstanding documents from Court Services and Region delays the finalisation of legal liability by Legal services for the procurement of mobile units to the value of R211 thousand.
",Continuous assessment of old Fruitless & Wasteful Cases by 31 March 2023. ,85 %,91 %,,,85 %,91 %,91,"Target Exceeded
Cases were resolved and removed from the register.
",-,91,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.6.1 Percentage of irregular expenditure reduced,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",65 %,10 %,There was a 10% increase in irregular expenditure.,,65 %,3 %,,,65 %,3 %,"Meeting held with National Treasury on 10 November 2022 with regards to outstanding condonation requests (13 cases to the value of R1, 5billion). Currently NT has a backlog for all departments due to change in management.  ",Monthly Consultation meetings with National Treasury to discuss the condonation. ,65 %,73 %,,,65 %,73 %,73,"Target Exceeded
Cases were resolved and removed from the register.
",-,70,No corrective action provided?,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.7.1 Percentage of undisputed and valid invoices paid within 30 days from date of receipt,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",100 %,99 %,Offices had issues with BAS.,"Letters of non-compliance were sent to Heads of Offices to implement corrective action.

A new circular giving timeframes to Business Units and Payments Sections to ensure compliance with 30 days was approved by DG and communicated.

Training was done in April 2022.
",100 %,99 %,,,100 %,99 %,"Offices had issues with JYP system being closed, Itirele delaying supplier addition and BAS system not accessible.","Offices are engaged bi-weekly on various issues related to suppliers payments to ensure that undisputed payments are paid within 30 days.

Letters signed by DG are send to repeat Offences and Action plans are requested ",100 %,100 %,,,100 %,100 %,99,Target not achieved due to JYP and BAS systems inaccessible,-,99,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.8.1 Percentage of Discretionary Procurement allocated to women,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"Justice, Crime Prevention and Security cluster",40 %,83 %,-,-,40 %,68 %,,,40 %,53 %,,,40 %,52 %,,,40 %,52 %,52,"Target Exceeded
Circular 064 of 2022 was issued to advise Provinces and Branches to relook at their selection of suppliers on the Central Supplier Database (CSD) for the issuance of Request for Quotations (RFQ’s) wherein targeted approach was undertaken to select suppliers that comply to the performance target
",,52,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,2.9.1 Percentage of Discretionary Procurement allocated to EMEs and QSEs,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"Justice, Crime Prevention and Security cluster",40 %,47 %,-,-,40 %,63 %,,,40 %,71 %,,,40 %,71 %,,,40 %,71 %,71,"Target Exceeded
Continuous monitoring and ensuring that Procurement Officers and End-Users allocate discretionary procurement to EME and QSE suppliers.
",,71,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,"3.1.1 Number of public education and communication activities conducted in enhancing justice services (Criminal, Civil and Family Law Services)",Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",20,111,-,-,120,186,,,190,327,,,250,346,,,250,346,533,"Target Exceeded
2022 was declared the “Year of the Community” which led to an increase in the number of community engagements implemented throughout the provinces.  
The operationalisation of the 3 GBV Amendment Acts and the Child Justice Act resulted in heightened awareness through various media platforms, ie. radio, TV, social media interviews/ engagements. Wills week also had an increased number of media interviews.
",,533,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,3.2.1 Number of Trafficking in Persons campaigns conducted in collaboration with other departments and role-players,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",1,1,-,-,2,2,,,3,5,,,4,10,,,4,10,4,,,4,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,3.3.1 Number of sustained and visible anti-xenophobia campaigns conducted in collaboration with other departments and role-players.,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",3,5,-,-,4,7,,,5,9,,,6,9,,,6,9,8,"Target Exceeded
The Department collaborated with stakeholders who conducted campaigns based on their funding requirements.
",-,8,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,3.4.1 Number of public education activities conducted to create awareness of the Anniversary of the Constitution and promote constitutional rights education,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",40,44,-,-,70,74,,,110,111,,,150,150,,,150,150,188,"Target Exceeded
The celebration of 25 years of coming into effect of the Constitution led to an increased number of communication related activities/engagements/activations.
",-,188,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,3.5.1 Number of LGBTQI+ NIS activities implemented ,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","3
(1 site to Provincial Task, 1 report and 1 Training Workshop)","           3
(1 site visits to
Provincial Task
Team, 1 report and 1 Training
workshop
",-,-,"6
(2 Training workshops, 1 report)",6,,,"10
(2 Training workshops, 1 report and 1 site visits to the Provincial Task Team)",11,,,"12
1 report and 1 Training workshop)",17,,,12,-,17,Target was overachieved as during the PTT meetings there were issues raised necessitated additional meetings with provinces which contributed positively to the target,,17,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,3.5.1 Number of LGBTQI+ NIS activities implemented in collaboration with other departments and role-players,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",3,,,,6,6,,,10,11,,,12,17,,,12,17,17,Target was overachieved as during the PTT meetings there were issues raised necessitated additional meetings with provinces which contributed positively to the target,-,17,No data on actual achievement provided,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 1: Administration,Programme 1: Administration,Quarterly,3.6.1 A National Conference to celebrate the 25th Year of the Coming into Effect of the Constitution held by target date,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","Concept Note
developed, and
other Conference
logistics arranged","Concept Note developed, and
Other conference logistics arranged. 
",-,-,-,-,,,-,-,,,"A National
Conference to
celebrate the
25th Year of the
Coming into
Effect of the
Constitution held
by 31 March
2023",A National Conference to celebrate the 25th Year of the Coming into Effect of the Constitution held by 31 March 2023,,,"A National
Conference to
celebrate the 25th
Year of the Coming
into Effect of the
Constitution held by
31 March 2023",-,A National Conference to celebrate the 25th Year of the Coming into Effect of the Constitution held by 31 March 2023,,,"A national
conference
to celebrate
the 25th
year of the
coming into
effect of the
Constitution
held by
31 March
2023",,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 2: Court Services,Programme 2: Court Services,Quarterly,10.1.1 Number of dedicated Specialised Commercial Crimes Courts capacitated,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,0,,,,0,Procurement process for the procurement of IT related equipment was finalized and purchase orders sent to the approved supplier – awaiting delivery,Memo has been prepared to be routed to the Minister.,,-,,,,0,0,,,0,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 2: Court Services,Programme 2: Court Services,Quarterly,10.1.1 Number of dedicated specialised Commercial Crimes Courts capacitated ,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",Consultation with stakeholders and site identification,"Consultation with
stakeholders and
site identification
",-,-,Consultation with stakeholders and determine resources needs of the identified site,"Consultation with
stakeholders and
determine resources needs of for  Palm Ridge (Gauteng) and Giyani (Limpopo)
",,,2,0,Procurement process for the procurement of IT related equipment was finalized and purchase orders sent to the approved supplier – awaiting delivery.,Memo has been prepared to be routed to the Minister.,-,-,,,2,-,7,Target exceeded due to availability of funds and identified needs determined by envisaged case load and existing resources,,7,,177
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 2: Court Services,Programme 2: Court Services,Quarterly,"4.1.1 Phases of Femicide Watch completed as required by article 15 of Presidential Summit Declaration against GBVF, 2019 and the National Strategic Plan (NSP) on GBVF",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","Scoping document on
Femicide Watch
Phase 5","Scoping document on Femicide Watch
Phase 5
",-,-,"Review report on
additional data
metrics","Selected data have been reviewed. 
 
","Outstanding data analysis still needs to be completed, based on the ongoing development and finalisation of the integrated case outcome messages in the Department environment.","Outstanding data analysis still needs to be completed, based on the ongoing development and finalization of the integrated case outcome messages in the department environment ","User acceptance
testing report on
the additional data
metrics for Phase 5 Femicide Watch Dashboard",-,The finalisation of the outstanding data analysis report has been delayed by the current development of the integrated case outcome message in the DoJ&CD environment. ,Engagement with IJS is on progress on finding a way forward.,"Phase 5
Approved report on
additional data
metrics for Phase 5 Femicide Watch Dashboard",Phase 5 Femicide Watch Dashboard approved ,,,"Phase 5
Approved report on
additional data
metrics for Phase 5",-,Phase 5:Approved report on additional data metrics for Phase 5 Femicide Watch Dashboard,,,"Phase 5:
Approved
report on
additional
data
metrics for
Phase 5
Femicide
Watch
Dashboard",,177
