Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,DesiredPerformance,UID
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Government Financial Statistics,Quarterly,12.8 Number of releases on financial statistics of municipalities published with a four-month lag (4 quarterly releases on financial statistics of municipalities published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,4,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Price Statistics,Annually,10.5 Number of releases on improving price indices published (1 release on updated PPI weights published by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,Achieved early in the quarter due to reprioritisation,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Price Statistics,Quarterly,10.1 Number of CPI releases published within one month of the reference period (12 monthly CPI releases published as scheduled) ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Price Statistics,Quarterly,10.2 Number of PPI releases published within one month of the reference period (12 monthly PPI releases published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Price Statistics,Quarterly,10.3 Number of CMPI releases published within one month of the reference period (12 monthly CMPI releases published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Price Statistics,Quarterly,10.4 Number of XMUVI releases published within two months of the reference period (12 monthly XMUVI releases published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Private Financial Statistics,Annually,11.2 Number of annual releases on financial statistics of the private sector published (1 annual release on financial statistics of the private sector 2021 published by November 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Private Financial Statistics,Quarterly,11.1 Number and timeliness of quarterly releases on financial statistics of private sector enterprises published with a quarterly lag (4 quarterly releases on financial statistics of private sector enterprises published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,4,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Private Financial Statistics,Quarterly,11.3 Number of quarterly releases on capital expenditure published (4 quarterly releases on capital expenditure published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,4,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Structural Industry Statistics,Annually,9.1 Number of periodic reports on trade industry statistics published (manufacturing financial statistics) (1 report on manufacturing financial statistics (2021) published by September 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,Achieved early within Q2 due to improved processes,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Structural Industry Statistics,Annually,9.2 Number of periodic reports on trade industry statistics published (manufacturing production statistics) (1 report on manufacturing production statistics (2021) published by September 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,Achieved early within Q2 due to improved processes,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Structural Industry Statistics,Annually,9.3 Number of annual releases on agriculture statistics published (1 annual release on 2022 agriculture statistics published by December 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,Achieved early within Q3 due to improved processes,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics ,Annually,14.1 Number of releases on mid-year population estimates published (1 concept note on MYPE estimation compiled by February 2024),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics ,Annually,14.2 Number of reports on natural demographic processes compiled (1 report on natural demographic processes of fertility and mortality compiled by March 2024),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,0,Compiled report on fertility only due to reprioritisation,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics ,Annually,14.3.1 Number of reports on Census 2022 published (1 statistical report on Census 2022 (national level) published by July 2023),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,Published later than scheduled in October due to the extension of the Census 2022 project,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics ,Annually,14.3.2 Number of reports on Census 2022 published (1 municipal fact sheet published by November 2023),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics ,Annually,14.3.3 Number of reports on Census 2022 published (1 report on Census 2022 indicators at provincial level published by February 2024),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,Published earlier together with National Census 2022 results,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics ,Annually,14.4 Number of reports on the migration profile published (1 report on the migration profile published by March 2024),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Annually,15.2 Number of reports on international tourism published (1 annual report on international tourism published by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Annually,15.3 Number of reports on documented immigrants compiled (1 report on documented immigrants compiled by March 2024),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,0,Dependency on external stakeholder for data,The target will be discontinued,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Annually,15.4 Number of releases on vital statistics (births) published (1 annual release on recorded live births (2022) published by November 2023),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,Achieved later in December Q3 due to dependency on external stakeholder,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Annually,15.5 Number of discussion documents on births and deaths published (1 discussion document on births and deaths published by March 2024),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,0,The document was intended to be compiled for internal use and not published,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Annually,"15.6 Number of releases on vital statistics (deaths) published (3 annual releases on mortality and causes of death (2019, 2020 & 2021) published by March 2024)",Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,3,,1,Internal processes,"MACOD 2019 was published earlier than scheduled due to reprioritisation

MACOD 2020 and MACOD 2021 were not published as scheduled due to internal processes
",,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Annually,15.7 Number of releases on vital statistics (marriages and divorces) published (1 annual release on marriages and divorces (2022) published by March 2024),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Annually,15.8 Number of reports on health statistics published (1 annual report on health statistics published by February 2024),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,"Achieved earlier than scheduled

An additional report on road transport accident deaths was published in Q4
",NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Quarterly,"15.1 Number of releases on international tourism published, one month after the reference period (12 monthly releases on international tourism published as scheduled)",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,Release name: tourism and migration ,NA,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Labour Statistics,Annually,17.3 Number of reports on labour market statistics published (1 annual report on labour market statistics published by November 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Labour Statistics,Quarterly,"17.1 Number of releases on employment and earnings published, 13 weeks after the reference month (4 quarterly releases on employment and earnings published as scheduled)",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,4,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Labour Statistics,Quarterly,"17.2 Number of releases on labour market information published, 6-7 weeks after the end of the quarter (last publication will be released 8 weeks after the end of the quarter) (4 quarterly releases on labour market information published as scheduled)",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,4,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,"18.1.1 Number of reports on life circumstances, poverty and inequality published (1 report on national poverty lines for 2023 published by August 2023)",Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,"18.1.2 Number of reports on life circumstances, poverty and inequality published (1 report on food security based on GHS data series published by March 2024)",Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,0,HR constraints,Work will continue in 2024/25 ,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,"18.1.3 Number of reports on life circumstances, poverty and inequality published (1 report on subjective poverty based on GHS data series published by February 2024)",Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,Achieved late within the quarter due to HR constraints,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,18.2 Number of reports on SAMPI published (1 report on SAMPI based on Census 2022 published by December 2023),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,0,Scope change,The target will be discontinued,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.1 Number of releases on domestic tourism statistics published (1 annual release on domestic tourism statistics published by October 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.10 Number of thematic reports on household services published (1 thematic report on household services published by November 2023),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,1,,0,Dependency on internal stakeholders,Work will continue in 2024/25,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.11 Number of thematic reports on education published (1 thematic report on education published by August 2023),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,Published later than scheduled in March 2024 due to HR constraints,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.12 Number of thematic reports on gender published (1 thematic report on gender published by August 2023),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,Published later than scheduled in March 2024 due dependency on internal stakeholders,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.13 Number of thematic reports on persons with disabilities published (1 thematic report on persons with disabilities published by March 2024),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.2 Number of reports on improving domestic tourism statistics compiled (1 technical report on the integration of the national domestic tourism surveys compiled by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.3 Number of releases on social and household service delivery statistics published (1 annual release on social and household service delivery statistics published by May 2023),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,"Published later than scheduled in August due to skills constraints
",,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.4.1 Number of releases on development indicators published (1 annual release on development indicators published by May 2023),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,"Published later than scheduled in August due to skills constraints
",,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.4.2 Number of releases on development indicators published (1 annual release on metro development indicators published by May 2023),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,"Published  later than scheduled in August due to skills constraints
",NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.5.1 Number of reports on marginalised groups published (1 annual report on marginalised groups indicators published by February 2024),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,Achieved late within the quarter due to dependency on internal stakeholder,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.5.2 Number of reports on marginalised groups published (1 annual thematic report on marginalised groups published (Series 7) by February 2024),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,0,Due to dependency on internal stakeholder,Work will continue in 2024/25,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.6 Number of thematic reports on gender published (1 annual thematic report on gender (Series 10) published by August 2023),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,Published in October due to HR constraints,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,"16.7 Number of releases on crime, safety and security statistics published (1 annual release on victims of crime statistics published by August 2023) ",Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.8 Number of releases on governance statistics published (1 release on governance statistics published by October 2023),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.9 Number of thematic reports on child statistics published (1 thematic report on child statistics (Series 2) published by February 2024),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Business Register,Annually,21.1 Number of reports on the identified additional sources assessed (1 report on the identified additional sources assessed by March 2024),Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Geography,Annually,22.1 Number of geographic information frame layers created (1 master sample layer of PSU created by March 2024),Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Not Applicable,,,,,,,,,1,,0,Not achieved due to dependency on internal stakeholder,Work will continue in 2024/25,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Geography,Annually,22.2 Number of geo-portals for dissemination of statistical products established (1 geo-portal for dissemination of statistical products maintained by March 2024),Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Not Applicable,,,,,,,,,1,,0,Not achieved due to funding constraints,Dependent on the availability of funding ,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Statistical Methods,Annually,19.1 Number of reports on the new master sample compiled (1 research report on the design of the new master sample compiled by March 2024),Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Statistical Standards,Annually,20.1 Number of international standards adopted (1 international classification on Harmonised Systems (HS 2022) adopted by March 2024),Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Survey Monitoring and Evaluation,Annually,23.1 Number of Quality Management System elements implemented (1 monitoring and evaluation practice incorporated  into the QMS by March 2024),Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Advocacy and Dissemination,Annually,24.1 Number of brand management elements implemented (1 report on branding strategy reviewed by December 2023),Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,1,,0,Dependency on internal stakeholder,Work will continue in 2024/25,,,,,,,,,,,260
