Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q1,National_Q3,National_Q2,DesiredPerformance,UID
Health,Health,Free State,Programme 2: District Health Services,Sub-Programme: District Hospitals,Quarterly,Morbidity and mortality review rate,Non-Standardized,Min,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",100 %,86.7 %,100 %,91 %,100 %,95 %,100 %,100 %,100 %,0 %,,,,,"Target not achieved. 
•	Facilities postponed their M&M review meetings due to AGSA visit in preparation for the audit. 
•	Other facilities that could not hold M&M reviews due to OHSC audits. 
",To have an annual plan for the meetings and adapt the plan to external visits. ,,"Target not achieved. 
•	Unstable clinical leadership (Mohau & Thusanong hospitals).
•	National District Hospital was closed due to fire.
","•	Acting clinical managers appointed.
•	Infrastructure still busy refurbishing National district hospitals.
",,"Target not achieved.
No quorum in the affected facilities due to poor planning and annual leave.
",Strengthen proper planning especially around holidays.,,Target achieved.,,,,,,,256
Health,Health,Free State,Programme 2: District Health Services,Sub-Programme: District Hospitals,Quarterly,Patient safety incident case closure rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",90 %,72.4 %,90 %,92 %,90 %,95 %,90 %,103 %,90 %,0 %,,,,,"Target not achieved.
2 hospitals did not submit the reports on time (within 60 days)
","•	QA monitor closure of PSI monthly.
Strengthen monitoring of PSI and timeous reporting
",,Target achieved,,,Target achieved.,-,What is the reason behind over-achievement?,"Target achieved.
PSIs from previous quarters were closed during Qtr 4.",,Reason for exceeding the target?,,,,,256
Health,Health,Free State,Programme 2: District Health Services,Sub-Programme: District Hospitals,Quarterly,Severity assessment code 1 incident reported within 24 hours rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",78 %,80 %,78 %,77 %,78 %,84 %,78 %,83 %,78 %,83 %,,,,,Target achieved,,,"Target not achieved. 
Clinical Governance meetings not adhered to.
",Appoint committee members with relevant terms of reference.,,Target achieved.,-,What is the reason behind over-achievement?,Target achieved.,,Reason for exceeding the target?,,,,,256
Health,Health,Free State,Programme 2: District Health Services,Sub-Programme: District Management,Annually,Ideal clinic status obtained rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",,,,,,,95 %,93 %,95 %,93 %,,"Target not achieved.
•	4 facilities under renovations and 1 facility not functional.
•	There are four CHCs did not have AEDs in Fezile Dabi. 
","•	Assesses the facilities once the renovations are completed.
•	AEDs to be procured by NDoH which has been done now.",,,,,,,,,,,,,,,,,,256
Health,Health,Free State,Programme 2: District Health Services,Sub-Programme: District Management,Annually,Number of functional ward-based outreach teams,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",,,,,,,177,156,177,156,,"Target not achieved. 
Inadequate ward coverage by the Outreach Teams.
","•	To increase ward coverage and add more facilities under Outreach teams for increased household coverage.
•	Continue with weekly reporting and monitoring and give support to the challenged identified facilities.",,,,,,,,,,,,,,,,,,256
Health,Health,Free State,Programme 2: District Health Services,Sub-Programme: District Management,Annually,Number of GPs contracted to render PHC services,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",,,,,,,40,35,40,35,,"Target not achieved.  
Contracts for the following facilities were not concluded: 
- MUCPP CHC
- PAX CHC
- Heidedal CHC
- Winnie Mandela Clinic
- Bolata Clinic","•	Target has been revised to contract 35 Doctors in 2025/26 NHI business plan. 
•	Plan is to increase tariffs from R150 guided by NDoH and DPSA tariffs",,,,,,,,,,,,,,,,,,256
Health,Health,Free State,Programme 2: District Health Services,Sub-Programme: District Management,Annually,Number of PHC facilities operated over 24 hours,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",,,,,,,7,6,7,6,,"Target not achieved. 
Lesedi CHC was planned to be operationalized for 24hrs by Jan 2025. However, there was a delay in the appointment of additional staff. ",The advert for additional posts closed on 31 January 2025. Awaiting a progress report from HR regarding resumption of duty for March 2025. ,,,,,,,,,,,,,,,,,,256
Health,Health,Free State,Programme 2: District Health Services,Sub-Programme: District Management,Annually,Patient Experience of Care satisfaction rate (PHC),Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",,,,,,,80 %,69 %,80 %,69 %,,"Poor performance in the following areas:
•	Cleanliness 
•	Patient safety 
•	Values and attitudes
•	Waiting times 

Facilities long waiting time [Inadequate DMOC], facilities disruptions due to breakages, lack of water which restrict Access to care.","•	Submissions to be drafted of filling of cleaner’s posts in facilities without cleaners.
•	Support of clinic committees at facilities.
•	Filling of essential PN posts in facilities and continuous CCMDD implementation of patients to receive treatment at external pick up points
•	Appointment of security at TM facilities to ensure safety of patients and equipment.
•	Continue DMOC, improve the maintenance turn -around time at facilities by forming relationships with strategic Partners e.g. Municipalities and other Strategic partners.",,,,,,,,,,,,,,,,,,256
Health,Health,Free State,Programme 2: District Health Services,Sub-Programme: District Management,Annually,Percentage of PHC facilities implementing quality improvement programme,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",,,,,,,100 %,44.1 %,100 %,44.1 %,,"Target not achieved.
•	Some components in hospital QIPs have not yet been completed.
•	The Ideal System is unable to save some of the populated template that is online so that they reflect in the system.	","•	Incomplete components to be assisted to complete their QIP’s.
•	The matter has been escalated to both Provincial and National level for assistance, the Developers have been engaged.",,,,,,,,,,,,,,,,,,256
Health,Health,Free State,Programme 2: District Health Services,Sub-Programme: District Management,Annually,Percentage of PHC facilities with functional clinic committees,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",,,,,,,100 %,77.8 %,100 %,77.8 %,,"Target not achieved. 
•	Buy-in from local councilors in the northern parts and Thaba Nchu still has a challenge.
•	Poor attendance in Bophelong CHC - clinic committee meetings (Some of Committee members employed, thus compromising the Quorum).
•	Ward Cllrs not always available for meetings (they are the chairpersons).
•	Transport challenges to support the committees by Community Development.
","•	Advocate for the strengthening of clinic committees through the reactivated District Health Council.
•	QIPs to be monitored.
-	Improve TAT of re-establishments.
•	Training committees by Provincial Governance Manager.",,,,,,,,,,,,,,,,,,256
Health,Health,Free State,Programme 2: District Health Services,Sub-Programme: District Management,Quarterly,OHH visit coverage,Non-Standardized,Min,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",10.5 %,23.6 %,10.5 %,19 %,10.5 %,13.7 %,10.5 %,26 %,42 %,17 %,,,,,Target achieved,,Reasons for the deviation in exceeding the target?,"Target achieved
",,,Target achieved.,Track the performance of newly appointed teams and OTLs to ensure sustained improvement in OHH visit coverage.,What is the reason behind over-achievement?,Target achieved.,,,,,,,256
Health,Health,Free State,Programme 2: District Health Services,Sub-Programme: District Management,Quarterly,Patient safety incident (psi) case closure rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",60 %,91.3 %,60 %,93 %,60 %,88 %,60 %,102 %,60 %,0 %,,,,,Target achieved,,Reasons for the deviation in exceeding the target?,Target achieved,,,Target achieved.,Maintain performance.,What is the reason behind over-achievement?,Target achieved.,,,,,,,256
