administration_type;government_institution;project_slug;sector;project_name;project_description;gps_code;nature_of_investment;infrastructure_type;current_project_stage;sip_category;project_value_rands;br_featured;featured;financial_year;budget_phase;amount_rands
National;Correctional Services;correctional_services_ceres_warmbokveld_correctional_centre;Justice, Crime Prevention and Security;Ceres Warmbokveld correctional centre;Upgrade and maintain integrated security system (ISS);Various: projects executed at numerous sites;Rehabilitation and refurbishment;Secuity system;Design;Not related to SIPs;1342188000;;TRUE;2021;Audited Outcome;0
National;Correctional Services;correctional_services_ceres_warmbokveld_correctional_centre;Justice, Crime Prevention and Security;Ceres Warmbokveld correctional centre;Upgrade and maintain integrated security system (ISS);Various: projects executed at numerous sites;Rehabilitation and refurbishment;Secuity system;Design;Not related to SIPs;1342188000;;TRUE;2022;Audited Outcome;0
National;Correctional Services;correctional_services_ceres_warmbokveld_correctional_centre;Justice, Crime Prevention and Security;Ceres Warmbokveld correctional centre;Upgrade and maintain integrated security system (ISS);Various: projects executed at numerous sites;Rehabilitation and refurbishment;Secuity system;Design;Not related to SIPs;1342188000;;TRUE;2023;Audited Outcome;0
National;Correctional Services;correctional_services_ceres_warmbokveld_correctional_centre;Justice, Crime Prevention and Security;Ceres Warmbokveld correctional centre;Upgrade and maintain integrated security system (ISS);Various: projects executed at numerous sites;Rehabilitation and refurbishment;Secuity system;Design;Not related to SIPs;1342188000;;TRUE;2024;Adjusted Appropriation;0
National;Correctional Services;correctional_services_ceres_warmbokveld_correctional_centre;Justice, Crime Prevention and Security;Ceres Warmbokveld correctional centre;Upgrade and maintain integrated security system (ISS);Various: projects executed at numerous sites;Rehabilitation and refurbishment;Secuity system;Design;Not related to SIPs;1342188000;;TRUE;2025;MTEF;0
National;Correctional Services;correctional_services_ceres_warmbokveld_correctional_centre;Justice, Crime Prevention and Security;Ceres Warmbokveld correctional centre;Upgrade and maintain integrated security system (ISS);Various: projects executed at numerous sites;Rehabilitation and refurbishment;Secuity system;Design;Not related to SIPs;1342188000;;TRUE;2026;MTEF;0
National;Correctional Services;correctional_services_ceres_warmbokveld_correctional_centre;Justice, Crime Prevention and Security;Ceres Warmbokveld correctional centre;Upgrade and maintain integrated security system (ISS);Various: projects executed at numerous sites;Rehabilitation and refurbishment;Secuity system;Design;Not related to SIPs;1342188000;;TRUE;2027;MTEF;37000000
National;Correctional Services;correctional_services_polokwane_correctional_centre;Justice, Crime Prevention and Security;Polokwane Correctional Centre;Construction of new approximately 1000 bed Maximum correctional centre, support amenities and administration;-23.908534, 29.452620;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2021;Audited Outcome;0
National;Correctional Services;correctional_services_polokwane_correctional_centre;Justice, Crime Prevention and Security;Polokwane Correctional Centre;Construction of new approximately 1000 bed Maximum correctional centre, support amenities and administration;-23.908534, 29.452620;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2022;Audited Outcome;0
National;Correctional Services;correctional_services_polokwane_correctional_centre;Justice, Crime Prevention and Security;Polokwane Correctional Centre;Construction of new approximately 1000 bed Maximum correctional centre, support amenities and administration;-23.908534, 29.452620;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2023;Audited Outcome;0
National;Correctional Services;correctional_services_polokwane_correctional_centre;Justice, Crime Prevention and Security;Polokwane Correctional Centre;Construction of new approximately 1000 bed Maximum correctional centre, support amenities and administration;-23.908534, 29.452620;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2024;Adjusted Appropriation;1500000
National;Correctional Services;correctional_services_polokwane_correctional_centre;Justice, Crime Prevention and Security;Polokwane Correctional Centre;Construction of new approximately 1000 bed Maximum correctional centre, support amenities and administration;-23.908534, 29.452620;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2025;MTEF;500000
National;Correctional Services;correctional_services_polokwane_correctional_centre;Justice, Crime Prevention and Security;Polokwane Correctional Centre;Construction of new approximately 1000 bed Maximum correctional centre, support amenities and administration;-23.908534, 29.452620;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2026;MTEF;0
National;Correctional Services;correctional_services_polokwane_correctional_centre;Justice, Crime Prevention and Security;Polokwane Correctional Centre;Construction of new approximately 1000 bed Maximum correctional centre, support amenities and administration;-23.908534, 29.452620;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2027;MTEF;0
National;Correctional Services;correctional_services_leeuwkop_correctional_centre;Justice, Crime Prevention and Security;Leeuwkop Correctional Centre;Construction of new approximaytely 1500 bed Juvenile  correctional centre, support amenities and administration;-26.001670, 28.044795;New infrastructure assets;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2021;Audited Outcome;0
National;Correctional Services;correctional_services_leeuwkop_correctional_centre;Justice, Crime Prevention and Security;Leeuwkop Correctional Centre;Construction of new approximaytely 1500 bed Juvenile  correctional centre, support amenities and administration;-26.001670, 28.044795;New infrastructure assets;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2022;Audited Outcome;0
National;Correctional Services;correctional_services_leeuwkop_correctional_centre;Justice, Crime Prevention and Security;Leeuwkop Correctional Centre;Construction of new approximaytely 1500 bed Juvenile  correctional centre, support amenities and administration;-26.001670, 28.044795;New infrastructure assets;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2023;Audited Outcome;0
National;Correctional Services;correctional_services_leeuwkop_correctional_centre;Justice, Crime Prevention and Security;Leeuwkop Correctional Centre;Construction of new approximaytely 1500 bed Juvenile  correctional centre, support amenities and administration;-26.001670, 28.044795;New infrastructure assets;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2024;Adjusted Appropriation;0
National;Correctional Services;correctional_services_leeuwkop_correctional_centre;Justice, Crime Prevention and Security;Leeuwkop Correctional Centre;Construction of new approximaytely 1500 bed Juvenile  correctional centre, support amenities and administration;-26.001670, 28.044795;New infrastructure assets;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2025;MTEF;0
National;Correctional Services;correctional_services_leeuwkop_correctional_centre;Justice, Crime Prevention and Security;Leeuwkop Correctional Centre;Construction of new approximaytely 1500 bed Juvenile  correctional centre, support amenities and administration;-26.001670, 28.044795;New infrastructure assets;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2026;MTEF;0
National;Correctional Services;correctional_services_leeuwkop_correctional_centre;Justice, Crime Prevention and Security;Leeuwkop Correctional Centre;Construction of new approximaytely 1500 bed Juvenile  correctional centre, support amenities and administration;-26.001670, 28.044795;New infrastructure assets;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2027;MTEF;0
National;Correctional Services;correctional_services_george_correctional_centre;Justice, Crime Prevention and Security;George Correctional Centre;Construction of new approximately 500 bed correctional centre, support amenities and administration;-33.976480, 22.452123;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2021;Audited Outcome;0
National;Correctional Services;correctional_services_george_correctional_centre;Justice, Crime Prevention and Security;George Correctional Centre;Construction of new approximately 500 bed correctional centre, support amenities and administration;-33.976480, 22.452123;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2022;Audited Outcome;0
National;Correctional Services;correctional_services_george_correctional_centre;Justice, Crime Prevention and Security;George Correctional Centre;Construction of new approximately 500 bed correctional centre, support amenities and administration;-33.976480, 22.452123;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2023;Audited Outcome;0
National;Correctional Services;correctional_services_george_correctional_centre;Justice, Crime Prevention and Security;George Correctional Centre;Construction of new approximately 500 bed correctional centre, support amenities and administration;-33.976480, 22.452123;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2024;Adjusted Appropriation;500000
National;Correctional Services;correctional_services_george_correctional_centre;Justice, Crime Prevention and Security;George Correctional Centre;Construction of new approximately 500 bed correctional centre, support amenities and administration;-33.976480, 22.452123;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2025;MTEF;300000
National;Correctional Services;correctional_services_george_correctional_centre;Justice, Crime Prevention and Security;George Correctional Centre;Construction of new approximately 500 bed correctional centre, support amenities and administration;-33.976480, 22.452123;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2026;MTEF;0
National;Correctional Services;correctional_services_george_correctional_centre;Justice, Crime Prevention and Security;George Correctional Centre;Construction of new approximately 500 bed correctional centre, support amenities and administration;-33.976480, 22.452123;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;750000000;;TRUE;2027;MTEF;0
National;Correctional Services;correctional_services_nigel_correctional_centre;Justice, Crime Prevention and Security;Nigel Correctional Centre;Construction of new approximately 1500 Maximum bed correctional centre, support amenities and administration;-26.423324, 28.435011;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;500000000;;TRUE;2021;Audited Outcome;0
National;Correctional Services;correctional_services_nigel_correctional_centre;Justice, Crime Prevention and Security;Nigel Correctional Centre;Construction of new approximately 1500 Maximum bed correctional centre, support amenities and administration;-26.423324, 28.435011;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;500000000;;TRUE;2022;Audited Outcome;0
National;Correctional Services;correctional_services_nigel_correctional_centre;Justice, Crime Prevention and Security;Nigel Correctional Centre;Construction of new approximately 1500 Maximum bed correctional centre, support amenities and administration;-26.423324, 28.435011;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;500000000;;TRUE;2023;Audited Outcome;0
National;Correctional Services;correctional_services_nigel_correctional_centre;Justice, Crime Prevention and Security;Nigel Correctional Centre;Construction of new approximately 1500 Maximum bed correctional centre, support amenities and administration;-26.423324, 28.435011;Rehabilitation and refurbishment;Correctional centre;Design;Not related to SIPs;500000000;;TRUE;2024;Adjusted Appropriation;500000
