Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,OTP_Q1,National_Summary,OTP_Q2,DesiredPerformance,National_Q1,National_Q2,National_Q3,OTP_Q4,National_Q4,UID
,Cooperative Governance,Mpumalanga,Programme 1.	Administration,Sub Programme 1.1.	Office of the MEC,Annually,Default,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 1.	Administration,Sub Programme 1.1.	Office of the MEC,Quarterly,Default,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 1.	Administration,Sub Programme 1.1.	Office of the MEC,Quarterly,Number of MUNIMEC Forum held,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",1,1,None,None,0,0,None ,None,1,1,None ,None,0,0,None ,None,2,2,2,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 1.	Administration,Sub Programme 1.2.	Corporate Services,Annually,Default,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 1.	Administration,Sub Programme 1.2.	Corporate Services,Quarterly,Default,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 1.	Administration,Sub Programme 1.2.	Corporate Services,Quarterly,Number of risk management reports approved ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",1,1,None,None,1,1,None,None,1,1,None,None,2,2,None,None,5,5,5,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 1.	Administration,Sub Programme 1.2.	Corporate Services,Quarterly,Percentage of invoices paid within 30 days,Non-Standardized,Max,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",100 %,100 %,None ,None,100 %,100 %,None,None,100 %,100 %,None,None ,100 %,100 %,None ,None,100 %,100 %,100,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 1.	Administration,Sub Programme 1.2.3 Security Management,Quarterly,Number of security assessments conducted,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",2,4,Request from Traditional Institutional Management necessitated additional security assessments to be conducted,None,2,2,None,None,2,2,None,None,2,2,None,None,8,10,10,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 1.	Administration,Sub Programme 1.2.4 Community and IT Support,Quarterly,Number of assessment reports on the implementation of the Departmental Disaster Management Plan,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",1,1,None,None,1,1,None,None,1,1,None,None,1,1,None,None,4,4,4,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 1.	Administration,Sub Programme 1.2.4 Community and IT Support,Quarterly,Number of Departmental publications designed ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",4,4,None,None,5,5,None,None,4,4,None,None,4,4,None,None,17,17,17,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 1.	Administration,Sub Programme 1.2.4 Community and IT Support,Quarterly,Number of ICT Systems monitored on functionality,Non-Standardized,Average,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",2,2,None,None,2,2,None,None,2,2,None,None,2,2,None,None,2,2,2,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 1.	Administration,Sub Programme 1.3 Human Resource Management,Quarterly,Percentage of compliance to applicable prescripts,Non-Standardized,Max,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",100 %,100 %,None,None,100 %,100 %,None,None,100 %,100 %,None,None,100 %,100 %,None,None,100 %,100 %,100,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1.4 Inter-Governmental Relations,Quarterly,Number of district municipalities monitored on the functionality of IGR structures,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Spatial Integration, Human Settlements  and Local Government","Governance, State Capacity and Institutional Development cluster",3,3,None,None,3,3,None,None,3,3,None,None,3,3,None,None,3,3,3,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1.4 Inter-Governmental Relations,Quarterly,Percentage of responses on petitions,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Spatial Integration, Human Settlements  and Local Government","Governance, State Capacity and Institutional Development cluster",0,0,None,None,100,100,None,None,0,0,None,None,100,100,None,None,100,100,100,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1.4 Inter-Governmental Relations ,Annually,Number of municipalities monitored on basic infrastructure in voting stations for National and Provincial Elections,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Spatial Integration, Human Settlements  and Local Government","Governance, State Capacity and Institutional Development cluster",17,17,,,,,,,,,,,,,,,17,17,17,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1: Municipal Administration,Annually,Default,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1: Municipal Administration,Annually,Number of Municipalities assessed on compliance with cascading of PMDS in line with Municipal staff regulations,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",,,,,20,,,,,,,,,,,,20,,20,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1: Municipal Administration,Annually,Number of municipalities assessed on signed Senior Mangement Performance Agreements,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Spatial Integration, Human Settlements  and Local Government","Governance, State Capacity and Institutional Development cluster",,,,,20,20,,,,,,,,,,,20,20,20,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1: Municipal Administration,Quarterly,Number of municipalities monitored on effectiveness of the municipal Troika in executing its functions,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",7,7,None,None,7,7,None,None,3,3,None,None,3,3,None,None,20,20,20,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1: Municipal Administration,Quarterly,Number of municipalities monitored on implementation of reviewed staff establishment ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",5,5,None,None,5,5,None,None,5,5,None,None,5,5,None,None,20,20,20,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1: Municipal Administration,Quarterly,"Number of municipalities monitored on the extent to which anti-corruption measures are implemented (Linked to MTSF 2019 – 2024, Priority 1)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",5,5,None,None,5,5,None,None,5,5,None,None,5,5,None,None,20,20,20,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1: Municipal Administration,Quarterly,Number of municipalities monitored on the implementation of systems and procedures for personnel administration in line with S67 of the MSA,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",3,3,None,None,7,7,None,None,4,4,None,None,6,6,None,None,20,20,20,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1: Municipal Administration,Quarterly,"Number of municipalities supported to comply with MSA Regulations on the appointment of senior managers (Linked to MTSF 2019 – 2024, Priority 1)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",2,2,None,None,2,2,None,None,1,1,None,None,0,0,None,None,5,5,8,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1: Municipal Administration,Quarterly,Number of municipalities supported to review municipal By-Laws,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",4,4,None,None,3,3,None,None,3,3,None,None,4,4,None,None,14,14,14,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1: Municipal Administration,Quarterly,Number of municipalities with consequence management actions taken on non-compliance for the effectiveness of Local Labour Forum,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",7,7,None,None,7,7,None,None,3,3,None,None,3,3,None,None,20,20,20,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.1: Municipal Administration,Quarterly,Number of municipalities with consequence management actions taken on non-compliance for the effectiveness of Section 79 and 80 committees ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",7,7,None,None,7,7,None,None,3,3,None,None,3,3,None,None,20,20,20,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.2:  Municipal Finance,Annually,Default,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.2:  Municipal Finance,Annually,Number of reports on the state of municipal finance in terms of section 131 of the MFMA,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",,,,,1,1,,,,,,,,,,,1,1,1,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.2:  Municipal Finance,Quarterly,"Number of municipalities guided to comply with the MPRA (Linked to MTSF 2019 – 2024, Priority 1) (B2B Pillar 4)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",5,5,None,None,4,4,None,None,5,4,The quarterly target  was wrongly captured ,None,4,4,None,None,17,17,17,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.2:  Municipal Finance,Quarterly,Number of municipalities monitored on the extent to which anti-corruption measures are implemented ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",5,5,None,None,5,5,None,None,5,5,None,None,5,5,None,None,20,20,20,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.2:  Municipal Finance,Quarterly,Number of municipalities monitored on the implementation of revenue enhancement strategies,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",4,4,None,None,5,5,None,None,4,4,None,None,4,4,None,None,17,17,17,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.2:  Municipal Finance,Quarterly,Number of municipalities supported to implement Audit Action Plan,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","A capable, ethical and developmental state","Governance, State Capacity and Institutional Development cluster",20,20,None,None,20,20,None,None,20,20,None,None,20,20,None,None,20,20,20,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.2:  Municipal Finance,Quarterly,"Number of municipalities supported to reduce Unauthorized, Irregular, Wasteful and Fruitless expenditure (Linked to MTSF 2019 – 2024, Priority 1)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",5,5,None,None,5,5,None,None,5,5,None,None,3,3,None,None,18,18,18,None,None,,Please review annual target as per APP - 20,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.3:  Public Participation,Annually,Default,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.3:  Public Participation,Quarterly,Number of Municipalities monitored on the implementation of GBVF responsive programmes (Final M&E Plan for NSP on GBVF) (Pillar 2: Prevention and Restoration of Social Fabric),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",5,5,None ,None,5,5,None,None,5,5,None,None,5,5,None,None,20,20,20,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.3:  Public Participation,Quarterly,"Number of municipalities supported to maintain functional ward committees (MTSF 2019 – 2024, Priority 1)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",17,17,None,None,17,17,None,None,17,17,None,None,17,17,None,None,17,68,17,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.3:  Public Participation,Quarterly,"Number of municipalities supported to promote participation in community based local governance processes (Priority 1: Capable, Ethical and Developmental State) (Priority 6 MTEF indicatory: Social Cohesion and Safer Communities)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",5,5,None,None,5,5,None,None,5,5,None,None,5,5,None,None,20,5,20,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.3:  Public Participation,Quarterly,Number of municipalities supported to resolve community concerns,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",17,17,None,None,17,17,None,None,17,17,None,None,17,17,None,None,17,68,17,None,None,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.4:  Capacity Development,Annually,Default,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202
,Cooperative Governance,Mpumalanga,Programme 2: Local Governance,Sub Programme 2.4:  Capacity Development,Annually,Number of municipalities supported to conduct Skills Audit Government Municipal Staff Regulations,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,3,3,,,3,3,3,None,None,,,,,,,,,,,202
