Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,ReasonforDeviation_Q1,CorrectiveAction_Q1,National_Q1,National_Q4,National_Q2,National_Q3,DesiredPerformance,UID
,Cooperative Governance,Gauteng,Programme 4: Traditional Institutional Management,Sub Programme 4.3: Rural Development Facilitation ,Quarterly,Default,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191
,Cooperative Governance,Gauteng,Programme 4: Traditional Institutional Management,Sub Programme 4.4: Traditional Land Administration,Quarterly,Default,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191
,Cooperative Governance,Gauteng,Programme 5: House of Traditional Leaders,-Sub Programme 5.1: Administration of Houses of Traditional Leaders,Quarterly,Default,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191
,Cooperative Governance,Gauteng,Programme 5: House of Traditional Leaders,Sub Programme 5.2: Committees and Local Houses of Traditional Leaders,Quarterly,Default,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 1: Administration,Sub Programme 1.3: Corporate Services,Quarterly,Percentage of people with disabilities  employed within the department,Non-Standardized,Max,Priority 2: Economic Transformation And Job Creation,"Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",5 %,0 %,5 %,0 %,5 %,0 %,5 %,3 %,5 %,3 %,,,,,Actual achievement not provided,Report end of Q4,Report end of Q4,Actual outputs to be provided before finalisation of the report.,Not applicable.,To be reported in Q4.,Kindly provide Actual output before approval ,"There has been a 0.16% decline on the representation for People with Disabilities (PwDs) as compared to the same period last year, this could be attributed to natural attrition (resignation and transfers).",Continuous disclosure campaign internally will continue to encourage employees to disclose their non-visible types of Disabilities.,Unable to assess as preliminary report is not provided,report not ready,To be submitted at the end of the quarter,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 1: Administration,Sub Programme 1.3: Corporate Services,Quarterly,Percentage of women employed at SMS  level within the department,Non-Standardized,Max,Priority 2: Economic Transformation And Job Creation,"Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",50 %,0 %,50 %,0 %,50 %,0 %,50 %,53 %,50 %,53 %,,,,,"Actual achievement not provided  
",Report end of Q4,Report end of Q4,Actual outputs to be provided before finalisation of the report.,Not applicable.,To be reported in Q4.,Kindly provide Actual output before approval ,The target's improvement could be attributed to continuous targeted recruitment drive and commitment to prioritize women has yielded positive results,None,Unable to assess as preliminary report is not provided,Report not ready,To be submitted at the end of the quarter,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 1: Administration,Sub Programme 1.3: Corporate Services,Quarterly,Vacancy rate maintained below 10% ,Non-Standardized,Max,Priority 2: Economic Transformation And Job Creation,"Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",10 %,0 %,10 %,0 %,10 %,0 %,10 %,16 %,10 %,16 %,,,,,Actual achievement not provided,Report end of Q4,Report end of Q4,Actual outputs to be provided before finalisation of the report.,Not applicable.,To be reported in Q4.,Kindly provide Actual output before approval ,"DPSA Issued a circular on control measures for filling of all vacant posts, which office of the premier must grant approval prior advertisement. On the motivation that the department wrote to fill position on 19 posts were granted by office of the premier to be filled, approval was granted in December 2024","A total of 19 posts have been prioritized for filling in the new financial year and they were advertised. Recruitment process is in progress   and the Directive on control measures have been discontinued effective 01 April 2025 
It will assist which will reduce the vacancy rate and maintain it below the targeted 10%. However, all program 1 position will be advertised after the finalisation of PMOG (departmental split) 
",Unable to assess as preliminary report is not provided,report not ready,To be submitted at the end of the quarter,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 1: Administration,Sub Programme 1.4: Financial Management,Annually,Clean audit outcome obtained from the Auditor-General,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Building a Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,clean audit,unqualfied,,,,,clean audit,unqualfied,,"There was a material adjustment to the annual performance report and non-compliance to legislation, which prevented the department from achieving a clean audit.",Implement the AGSA 2023/24 audit improvement plan in order to achieve clean audit in 2024/25 FY,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 1: Administration,Sub Programme 1.4: Financial Management,Quarterly, Percentage Reduction in irregular expenditure,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",100 %,0 %,100 %,100 %,100 %,100 %,100 %,0 %,100 %,200 %,,,,,Actual achievement not provided,The Department did not incur any irregular expenditure. ,none,,"The Department did not incur any irregular expenditure during the quarter under review
",none,,No report received. The National Treasury is experiencing system technical issues which prevents the Departments (GPG) to access the reports,Treasury is still working on the issue of resolving the system glitches.,Unable to assess as preliminary report is not provided,report not ready,To be submitted at the end of July,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 1: Administration,Sub Programme 1.4: Financial Management,Quarterly,Percentage in department spend in township,Non-Standardized,Max,Priority 2: Economic Transformation And Job Creation,"Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",40 %,0 %,40 %,20 %,40 %,26 %,40 %,0 %,40 %,26 %,,,,,Actual achievement not provided,"Although the Department targeted township-based businesses when request for procurement for </= R1000 000 are made, the department did not achieve its set targets as was anticipated. During the reporting period under review, most of the township-based businesses were found to be non-tax compliant","The Department appointed a task team incorporating BBBEE unit, transformation and SCM, to draft a plan to address challenges with regards to targets in relation to township-based businesses",,"Although the Department targeted businesses owned by designated groups when request for procurement for </= R 10000 000 are made, the Department did not achieve its set targets as was anticipated. Most of the township-based businesses were found to be non-tax compliant
","In collaboration with other key stakeholders such as SARS and Gauteng Treasury, the Department during the reporting period under review held a capacity building training workshop, whereby the targeted groups were empowered on how to run businesses with Government, how to register for CSD as well as how to comply with tax related matters
",Kindly provide Actual output upon approval ,No report received. The National Treasury is experiencing system technical issues which prevents the Departments (GPG) to access the reports,Treasury is still working on the issue of resolving the system glitches.,Unable to assess as preliminary report is not provided,report to be ready,To be submitted at the end of July,,,,,,191
